dom ; request ; size ; historical ; collinearity
70.0 ; 18.0 ; 973.7529296875 ; 85.60 ; 77.38
203.0 ; 28.0 ; 76.6669921875 ; 84.19 ; 60.69
516.0 ; 12.0 ; 623.08203125 ; 71.29 ; 46.52
149.0 ; 38.0 ; 1120.8271484375 ; 78.52 ; 70.47
292.0 ; 52.0 ; 3069.6708984375 ; 64.20 ; 70.17
3791.0 ; 59.0 ; 3927.494140625 ; 26.20 ; 47.90
1330.0 ; 183.0 ; 972.7470703125 ; 23.99 ; 51.31
1523.0 ; 323.0 ; 4170.806640625 ; 11.17 ; 66.96
1400.0 ; 335.0 ; 1212.03515625 ; 19.24 ; 40.69
694.0 ; 106.0 ; 647.74609375 ; 45.81 ; 45.23
1337.0 ; 77.0 ; 6075.0771484375 ; 27.20 ; 70.17
593.0 ; 36.0 ; 1997.9326171875 ; 57.92 ; 65.78
1526.0 ; 323.0 ; 4181.40234375 ; 11.14 ; 66.96
1334.0 ; 113.0 ; 2285.3212890625 ; 24.93 ; 53.93
566.0 ; 20.0 ; 1423.01171875 ; 64.02 ; 59.70
1087.0 ; 3.0 ; 269.0537109375 ; 58.28 ; 62.37
151.0 ; 14.0 ; 400.876953125 ; 86.61 ; 62.17
1640.0 ; 73.0 ; 1907.2119140625 ; 30.46 ; 43.16
1116.0 ; 273.0 ; 8088.3046875 ; 14.55 ; 70.47
612.0 ; 164.0 ; 424.9609375 ; 43.74 ; 44.44
1017.0 ; 59.0 ; 2025.896484375 ; 40.81 ; 53.93
1121.0 ; 52.0 ; 7094.814453125 ; 35.55 ; 66.17
643.0 ; 145.0 ; 1089.1435546875 ; 40.50 ; 65.09
1328.0 ; 59.0 ; 2600.017578125 ; 34.65 ; 53.93
504.0 ; 33.0 ; 709.2109375 ; 67.78 ; 55.75
2438.0 ; 509.0 ; 3958.130859375 ; 6.93 ; 61.73
1148.0 ; 236.0 ; 2906.14453125 ; 18.14 ; 56.79
625.0 ; 152.0 ; 734.0849609375 ; 42.47 ; 52.94
836.0 ; 169.0 ; 2348.7890625 ; 28.07 ; 66.96
1661.0 ; 500.0 ; 8834.017578125 ; 8.42 ; 70.62
173.0 ; 29.0 ; 986.4052734375 ; 80.20 ; 65.68
715.0 ; 35.0 ; 121.8427734375 ; 62.80 ; 64.89
186.0 ; 86.0 ; 384.7490234375 ; 70.42 ; 68.10
1116.0 ; 160.0 ; 823.8896484375 ; 29.06 ; 54.02
15.0 ; 2.0 ; 6.30859375 ; 96.68 ; 55.80
1430.0 ; 63.0 ; 12317.458984375 ; 28.64 ; 70.57
535.0 ; 24.0 ; 363.3173828125 ; 70.02 ; 55.11
4213.0 ; 1024.0 ; 10533.21875 ; 4.64 ; 56.79
2102.0 ; 97.0 ; 2313.5458984375 ; 22.28 ; 45.73
785.0 ; 6.0 ; 70.3369140625 ; 65.70 ; 72.89
452.0 ; 88.0 ; 1374.345703125 ; 54.32 ; 61.09
477.0 ; 39.0 ; 2072.1142578125 ; 61.64 ; 70.17
2350.0 ; 256.0 ; 1071.8505859375 ; 15.33 ; 52.89
1997.0 ; 435.0 ; 4836.78125 ; 7.92 ; 58.12
1472.0 ; 228.0 ; 1664.5068359375 ; 17.68 ; 43.90
585.0 ; 48.0 ; 1410.1748046875 ; 57.76 ; 67.75
1976.0 ; 293.0 ; 1072.087890625 ; 16.15 ; 75.70
512.0 ; 283.0 ; 60.3583984375 ; 45.68 ; 64.54
1182.0 ; 240.0 ; 17590.978515625 ; 14.22 ; 77.38
727.0 ; 97.0 ; 10370.255859375 ; 34.65 ; 76.20
418.0 ; 103.0 ; 8890.7802734375 ; 45.29 ; 75.41
10061.0 ; 1950.0 ; 80816.21875 ; 3.92 ; 70.77
1056.0 ; 242.0 ; 2355.87109375 ; 20.70 ; 58.91
1215.0 ; 114.0 ; 586.9228515625 ; 33.51 ; 57.28
744.0 ; 38.0 ; 366.4052734375 ; 60.04 ; 64.84
600.0 ; 73.0 ; 5189.63671875 ; 44.63 ; 70.81
169.0 ; 2.0 ; 101.62890625 ; 89.08 ; 57.63
1338.0 ; 366.0 ; 668.634765625 ; 22.79 ; 48.10
946.0 ; 148.0 ; 859.625 ; 32.92 ; 49.78
549.0 ; 102.0 ; 9962.734375 ; 40.04 ; 79.65
94.0 ; 10.0 ; 32.2421875 ; 90.73 ; 64.05
778.0 ; 212.0 ; 1003.47265625 ; 32.98 ; 35.70
134.0 ; 7.0 ; 21.25 ; 89.99 ; 64.89
17.0 ; 4.0 ; 840.9619140625 ; 91.87 ; 74.47
551.0 ; 47.0 ; 993.5029296875 ; 61.33 ; 56.00
1175.0 ; 345.0 ; 1068.4501953125 ; 22.76 ; 34.81
506.0 ; 13.0 ; 893.3388671875 ; 70.10 ; 56.30
2660.0 ; 376.0 ; 1318.9560546875 ; 13.05 ; 65.14
127.0 ; 8.0 ; 167.3017578125 ; 89.24 ; 57.48
290.0 ; 1.0 ; 166.4130859375 ; 85.21 ; 55.41
1515.0 ; 323.0 ; 4178.3759765625 ; 11.22 ; 66.96
260.0 ; 20.0 ; 758.25 ; 79.93 ; 65.38
41.0 ; 3.0 ; 99.0673828125 ; 94.62 ; 59.06
2045.0 ; 52.0 ; 1897.810546875 ; 33.32 ; 61.73
1979.0 ; 482.0 ; 11883.681640625 ; 6.74 ; 67.06
1170.0 ; 23.0 ; 371.1025390625 ; 53.61 ; 64.94
1558.0 ; 218.0 ; 2372.912109375 ; 15.07 ; 63.31
2605.0 ; 282.0 ; 4486.6083984375 ; 6.44 ; 56.00
11.0 ; 1.0 ; 213.4951171875 ; 96.59 ; 75.41
266.0 ; 28.0 ; 367.595703125 ; 80.43 ; 49.78
66.0 ; 1.0 ; 27.525390625 ; 93.99 ; 56.10
814.0 ; 37.0 ; 745.1943359375 ; 56.23 ; 57.53
319.0 ; 22.0 ; 146.55859375 ; 80.45 ; 64.44
283.0 ; 19.0 ; 822.943359375 ; 78.87 ; 65.38
6152.0 ; 1196.0 ; 8477.28515625 ; 4.56 ; 47.21
2024.0 ; 72.0 ; 2221.9404296875 ; 27.72 ; 45.73
278.0 ; 49.0 ; 551.728515625 ; 74.54 ; 66.47
2222.0 ; 355.0 ; 5848.2548828125 ; 6.61 ; 67.46
393.0 ; 94.0 ; 1889.736328125 ; 53.66 ; 69.23
2608.0 ; 166.0 ; 5366.5634765625 ; 9.48 ; 53.93
150.0 ; 25.0 ; 167.6044921875 ; 85.99 ; 34.47
1015.0 ; 156.0 ; 2716.4619140625 ; 24.19 ; 67.46
827.0 ; 34.0 ; 1381.041015625 ; 53.25 ; 56.79
2175.0 ; 218.0 ; 4360.150390625 ; 9.03 ; 53.38
840.0 ; 77.0 ; 12805.841796875 ; 35.27 ; 76.20
50.0 ; 30.0 ; 1267.0224609375 ; 83.80 ; 74.32
2041.0 ; 617.0 ; 2563.2890625 ; 10.42 ; 44.15
1526.0 ; 244.0 ; 5783.2548828125 ; 11.03 ; 61.93
1030.0 ; 58.0 ; 2080.3916015625 ; 40.62 ; 53.93
1800.0 ; 21.0 ; 1099.1083984375 ; 44.01 ; 57.63
4903.0 ; 262.0 ; 3284.7685546875 ; 8.09 ; 55.11
587.0 ; 44.0 ; 1327.0712890625 ; 59.02 ; 66.22
1472.0 ; 295.0 ; 3671.150390625 ; 12.10 ; 59.90
2288.0 ; 45.0 ; 5407.783203125 ; 29.15 ; 56.15
543.0 ; 83.0 ; 2308.9501953125 ; 48.30 ; 68.30
39.0 ; 3.0 ; 221.1396484375 ; 94.10 ; 65.68
4026.0 ; 443.0 ; 1780.0615234375 ; 11.10 ; 60.10
155.0 ; 44.0 ; 194.306640625 ; 81.91 ; 40.49
1952.0 ; 73.0 ; 3197.0419921875 ; 25.80 ; 63.90
884.0 ; 64.0 ; 2454.6181640625 ; 41.32 ; 65.38
1659.0 ; 17.0 ; 564.76953125 ; 48.58 ; 65.19
962.0 ; 248.0 ; 5830.2783203125 ; 18.67 ; 67.06
1359.0 ; 254.0 ; 20847.5078125 ; 11.67 ; 76.20
1767.0 ; 368.0 ; 342.3291015625 ; 20.92 ; 67.01
43.0 ; 13.0 ; 1088.3544921875 ; 88.02 ; 77.63
566.0 ; 65.0 ; 3218.4541015625 ; 49.54 ; 65.68
1801.0 ; 181.0 ; 2541.13671875 ; 14.32 ; 49.78
673.0 ; 224.0 ; 1301.29296875 ; 34.46 ; 70.37
8.0 ; 1.0 ; 10.712890625 ; 97.86 ; 45.93
489.0 ; 23.0 ; 1236.396484375 ; 67.45 ; 62.17
2340.0 ; 39.0 ; 350.884765625 ; 42.65 ; 65.98
541.0 ; 148.0 ; 1301.16796875 ; 42.95 ; 61.09
1514.0 ; 105.0 ; 243.8115234375 ; 33.30 ; 68.69
198.0 ; 59.0 ; 7975.2158203125 ; 62.99 ; 74.47
1352.0 ; 55.0 ; 1125.3935546875 ; 40.48 ; 67.56
713.0 ; 11.0 ; 545.6064453125 ; 64.75 ; 48.44
2105.0 ; 178.0 ; 3400.08984375 ; 11.83 ; 59.21
1945.0 ; 178.0 ; 1201.62890625 ; 18.58 ; 50.57
1507.0 ; 122.0 ; 10636.7236328125 ; 17.33 ; 66.96
1893.0 ; 52.0 ; 1838.7119140625 ; 34.09 ; 55.41
1556.0 ; 5.0 ; 668.38671875 ; 50.37 ; 55.06
326.0 ; 63.0 ; 1960.2041015625 ; 62.74 ; 65.48
2636.0 ; 245.0 ; 11246.1328125 ; 5.78 ; 70.17
1239.0 ; 178.0 ; 1803.193359375 ; 21.53 ; 48.44
468.0 ; 81.0 ; 679.0283203125 ; 58.62 ; 57.33
1842.0 ; 385.0 ; 379.880859375 ; 20.32 ; 64.54
1083.0 ; 18.0 ; 517.8818359375 ; 55.02 ; 61.04
1166.0 ; 32.0 ; 1580.0419921875 ; 45.92 ; 52.30
963.0 ; 267.0 ; 12233.1015625 ; 17.52 ; 71.31
2453.0 ; 219.0 ; 1879.701171875 ; 12.28 ; 63.01
935.0 ; 77.0 ; 237.818359375 ; 46.77 ; 65.19
2066.0 ; 482.0 ; 1606.130859375 ; 13.27 ; 50.86
1557.0 ; 129.0 ; 6387.634765625 ; 16.60 ; 68.30
1001.0 ; 132.0 ; 1675.8818359375 ; 29.52 ; 60.40
1037.0 ; 161.0 ; 859.2666015625 ; 30.18 ; 45.53
740.0 ; 167.0 ; 211.326171875 ; 40.31 ; 52.99
5060.0 ; 715.0 ; 2408.162109375 ; 9.10 ; 66.86
314.0 ; 51.0 ; 919.9052734375 ; 70.63 ; 64.49
155.0 ; 94.0 ; 1698.1005859375 ; 63.46 ; 72.44
195.0 ; 5.0 ; 736.625 ; 84.49 ; 65.78
548.0 ; 53.0 ; 994.2431640625 ; 60.01 ; 56.00
1539.0 ; 51.0 ; 6037.68359375 ; 31.24 ; 65.58
469.0 ; 167.0 ; 2892.2626953125 ; 39.64 ; 65.83
490.0 ; 62.0 ; 1286.4228515625 ; 58.74 ; 63.60
1103.0 ; 151.0 ; 36553.5390625 ; 19.18 ; 77.63
766.0 ; 86.0 ; 6276.1259765625 ; 36.03 ; 70.77
3993.0 ; 467.0 ; 3332.7919921875 ; 7.52 ; 55.16
2224.0 ; 296.0 ; 9730.123046875 ; 5.93 ; 70.17
1644.0 ; 232.0 ; 2869.419921875 ; 13.05 ; 60.05
77.0 ; 7.0 ; 1093.3193359375 ; 86.00 ; 76.20
1286.0 ; 157.0 ; 4153.154296875 ; 17.89 ; 68.10
1173.0 ; 149.0 ; 32365.88671875 ; 18.25 ; 77.63
1681.0 ; 533.0 ; 2952.26171875 ; 11.46 ; 63.56
1193.0 ; 44.0 ; 1413.1611328125 ; 43.70 ; 39.01
976.0 ; 307.0 ; 2459.8310546875 ; 21.14 ; 61.73
2086.0 ; 418.0 ; 7881.923828125 ; 6.44 ; 60.59
836.0 ; 113.0 ; 1153.041015625 ; 37.98 ; 48.89
573.0 ; 58.0 ; 1034.6044921875 ; 57.66 ; 56.00
1697.0 ; 109.0 ; 3429.015625 ; 20.17 ; 53.93
832.0 ; 93.0 ; 486.6953125 ; 44.81 ; 54.62
1134.0 ; 123.0 ; 1645.3291015625 ; 28.34 ; 56.44
2148.0 ; 583.0 ; 1983.70703125 ; 11.58 ; 65.78
3358.0 ; 109.0 ; 10936.01171875 ; 14.43 ; 65.28
1072.0 ; 51.0 ; 146.1201171875 ; 50.43 ; 65.58
5174.0 ; 149.0 ; 3197.177734375 ; 12.66 ; 57.63
7847.0 ; 697.0 ; 7935.5224609375 ; 4.82 ; 44.30
3455.0 ; 482.0 ; 5152.4287109375 ; 5.90 ; 54.22
295.0 ; 19.0 ; 1457.015625 ; 75.25 ; 65.68
120.0 ; 4.0 ; 203.8564453125 ; 89.79 ; 54.27
21.0 ; 4.0 ; 54.4765625 ; 95.82 ; 63.75
749.0 ; 35.0 ; 12240.9111328125 ; 47.40 ; 76.20
513.0 ; 66.0 ; 267.8359375 ; 62.19 ; 70.81
691.0 ; 90.0 ; 2802.685546875 ; 40.52 ; 68.30
3153.0 ; 277.0 ; 2319.2841796875 ; 9.63 ; 60.94
1410.0 ; 227.0 ; 4866.65234375 ; 12.93 ; 65.88
447.0 ; 91.0 ; 3333.9833984375 ; 48.74 ; 70.47
1228.0 ; 31.0 ; 1453.0712890625 ; 45.68 ; 43.01
722.0 ; 82.0 ; 19606.31640625 ; 37.60 ; 77.63
1633.0 ; 59.0 ; 4110.1689453125 ; 29.73 ; 59.70
872.0 ; 86.0 ; 4322.546875 ; 34.20 ; 70.86
630.0 ; 155.0 ; 1467.30859375 ; 38.39 ; 55.51
1289.0 ; 94.0 ; 498.513671875 ; 36.16 ; 64.84
1699.0 ; 85.0 ; 4353.859375 ; 23.32 ; 62.17
940.0 ; 11.0 ; 161.34375 ; 60.65 ; 63.06
354.0 ; 4.0 ; 51.587890625 ; 82.12 ; 67.21
1305.0 ; 173.0 ; 35369.7734375 ; 14.82 ; 77.63
1275.0 ; 224.0 ; 1269.6298828125 ; 21.64 ; 45.43
1467.0 ; 73.0 ; 1054.87890625 ; 35.38 ; 55.36
310.0 ; 29.0 ; 695.5791015625 ; 76.75 ; 78.72
729.0 ; 68.0 ; 873.24609375 ; 50.75 ; 50.86
959.0 ; 113.0 ; 210.0908203125 ; 40.05 ; 65.33
1066.0 ; 190.0 ; 605.8359375 ; 29.39 ; 62.07
53.0 ; 14.0 ; 4258.123046875 ; 79.52 ; 74.47
2529.0 ; 229.0 ; 6641.900390625 ; 6.58 ; 62.17
796.0 ; 355.0 ; 5781.978515625 ; 21.98 ; 67.56
187.0 ; 38.0 ; 1578.529296875 ; 75.18 ; 70.77
890.0 ; 54.0 ; 7274.923828125 ; 39.61 ; 69.63
2661.0 ; 486.0 ; 4469.0517578125 ; 6.36 ; 62.02
2878.0 ; 145.0 ; 1576.5234375 ; 17.16 ; 51.70
1891.0 ; 35.0 ; 1886.76171875 ; 37.76 ; 45.58
3650.0 ; 508.0 ; 6148.2041015625 ; 5.49 ; 59.85
1755.0 ; 164.0 ; 2169.4365234375 ; 16.53 ; 63.65
938.0 ; 227.0 ; 4564.6845703125 ; 20.34 ; 69.23
3443.0 ; 59.0 ; 3623.705078125 ; 26.54 ; 47.60
31.0 ; 9.0 ; 13768.1025390625 ; 79.93 ; 74.47
556.0 ; 36.0 ; 543.36328125 ; 66.02 ; 45.33
2664.0 ; 513.0 ; 857.359375 ; 15.33 ; 63.46
36.0 ; 4.0 ; 552.31640625 ; 92.43 ; 76.20
1522.0 ; 322.0 ; 4158.6083984375 ; 11.19 ; 66.96
333.0 ; 6.0 ; 135.318359375 ; 82.25 ; 60.00
4019.0 ; 491.0 ; 4796.419921875 ; 6.14 ; 54.52
206.0 ; 51.0 ; 495.62890625 ; 77.02 ; 54.37
347.0 ; 32.0 ; 6246.5791015625 ; 63.89 ; 76.20
5542.0 ; 498.0 ; 3849.8212890625 ; 6.89 ; 54.86
564.0 ; 93.0 ; 2068.6337890625 ; 46.25 ; 65.83
1003.0 ; 158.0 ; 1867.4013671875 ; 26.51 ; 59.31
83.0 ; 12.0 ; 76.1142578125 ; 90.55 ; 47.36
4415.0 ; 745.0 ; 27539.04296875 ; 4.70 ; 65.48
1861.0 ; 292.0 ; 888.4091796875 ; 17.54 ; 66.86
535.0 ; 66.0 ; 4157.615234375 ; 49.37 ; 70.77
340.0 ; 52.0 ; 953.6259765625 ; 69.12 ; 66.77
415.0 ; 15.0 ; 1549.482421875 ; 70.50 ; 65.78
1751.0 ; 104.0 ; 12594.9912109375 ; 18.01 ; 66.96
25.0 ; 1.0 ; 10.2958984375 ; 96.95 ; 56.35
2235.0 ; 390.0 ; 7094.8759765625 ; 6.15 ; 64.49
1517.0 ; 323.0 ; 4396.1181640625 ; 11.06 ; 66.96
1110.0 ; 317.0 ; 2759.978515625 ; 18.01 ; 61.73
304.0 ; 9.0 ; 253.123046875 ; 82.50 ; 58.91
677.0 ; 225.0 ; 135927.421875 ; 25.64 ; 74.47
118.0 ; 4.0 ; 870.5771484375 ; 86.33 ; 69.58
991.0 ; 108.0 ; 12844.6103515625 ; 26.24 ; 71.31
313.0 ; 75.0 ; 18.43359375 ; 69.90 ; 64.25
819.0 ; 1.0 ; 25.91796875 ; 66.36 ; 78.77
200.0 ; 22.0 ; 188.2109375 ; 84.74 ; 46.07
172.0 ; 27.0 ; 349.28515625 ; 84.04 ; 57.93
508.0 ; 8.0 ; 486.15625 ; 72.88 ; 61.73
1322.0 ; 196.0 ; 2958.6708984375 ; 16.83 ; 68.89
5643.0 ; 528.0 ; 17335.39453125 ; 4.84 ; 68.79
1134.0 ; 125.0 ; 3067.310546875 ; 24.43 ; 65.19
422.0 ; 104.0 ; 1386.685546875 ; 52.74 ; 61.38
3075.0 ; 703.0 ; 96807.203125 ; 4.46 ; 77.63
772.0 ; 143.0 ; 3023.2509765625 ; 30.45 ; 61.93
761.0 ; 26.0 ; 453.060546875 ; 61.40 ; 56.05
332.0 ; 221.0 ; 15526.318359375 ; 39.87 ; 74.47
6096.0 ; 123.0 ; 6785.2392578125 ; 12.94 ; 41.93
979.0 ; 307.0 ; 2690.310546875 ; 20.60 ; 55.01
1431.0 ; 66.0 ; 1985.56640625 ; 33.43 ; 54.57
768.0 ; 59.0 ; 2801.2783203125 ; 44.84 ; 65.78
1469.0 ; 340.0 ; 12145.6455078125 ; 9.88 ; 70.77
707.0 ; 83.0 ; 1357.767578125 ; 45.83 ; 62.62
1050.0 ; 310.0 ; 13379.6650390625 ; 15.48 ; 71.31
570.0 ; 59.0 ; 986.513671875 ; 57.79 ; 56.00
34.0 ; 2.0 ; 237.1728515625 ; 94.42 ; 66.96
3472.0 ; 1079.0 ; 64423.60546875 ; 4.41 ; 79.65
34.0 ; 9.0 ; 3842.4033203125 ; 81.81 ; 74.47
62.0 ; 6.0 ; 60.759765625 ; 92.81 ; 49.19
506.0 ; 140.0 ; 4443.9541015625 ; 38.43 ; 70.77
119.0 ; 66.0 ; 11072.341796875 ; 63.80 ; 74.47
2.0 ; 1.0 ; 0.171875 ; 99.06 ; 66.96
2673.0 ; 48.0 ; 15230.1904296875 ; 26.88 ; 65.68
323.0 ; 31.0 ; 40.2314453125 ; 79.29 ; 71.06
27.0 ; 3.0 ; 261.22265625 ; 94.55 ; 70.17
3552.0 ; 224.0 ; 1230.412109375 ; 14.76 ; 64.84
3301.0 ; 36.0 ; 412.22265625 ; 42.43 ; 69.68
1508.0 ; 323.0 ; 4399.48046875 ; 11.13 ; 66.96
522.0 ; 71.0 ; 3111.908203125 ; 50.03 ; 65.48
1113.0 ; 32.0 ; 976.1064453125 ; 49.60 ; 47.36
1593.0 ; 353.0 ; 2408.5615234375 ; 13.30 ; 60.00
352.0 ; 33.0 ; 1501.7177734375 ; 70.22 ; 70.17
1437.0 ; 349.0 ; 2148.84765625 ; 15.20 ; 57.33
1161.0 ; 59.0 ; 3506.9033203125 ; 35.35 ; 65.78
782.0 ; 105.0 ; 4114.5380859375 ; 33.41 ; 65.68
487.0 ; 106.0 ; 4496.8125 ; 43.35 ; 70.77
757.0 ; 154.0 ; 7660.58203125 ; 27.00 ; 70.17
1007.0 ; 45.0 ; 307.7265625 ; 52.37 ; 68.40
1379.0 ; 122.0 ; 1800.083984375 ; 24.70 ; 52.25
188.0 ; 13.0 ; 851.4169921875 ; 83.08 ; 70.17
2179.0 ; 271.0 ; 4038.5439453125 ; 8.12 ; 65.78
1134.0 ; 59.0 ; 6752.6845703125 ; 33.79 ; 65.68
285.0 ; 19.0 ; 103.6728515625 ; 82.58 ; 64.84
1090.0 ; 29.0 ; 2557.1640625 ; 44.68 ; 56.15
4398.0 ; 74.0 ; 6060.5390625 ; 21.45 ; 55.51
1835.0 ; 272.0 ; 6069.169921875 ; 8.19 ; 65.88
1422.0 ; 407.0 ; 5978.4619140625 ; 11.01 ; 61.93
4488.0 ; 379.0 ; 2137.212890625 ; 9.96 ; 57.28
1814.0 ; 343.0 ; 10615.7333984375 ; 7.41 ; 65.48
570.0 ; 183.0 ; 4433.142578125 ; 32.95 ; 70.47
2337.0 ; 42.0 ; 1200.154296875 ; 37.52 ; 58.47
1847.0 ; 384.0 ; 394.357421875 ; 20.23 ; 64.54
5104.0 ; 276.0 ; 7546.1455078125 ; 5.25 ; 59.56
65.0 ; 2.0 ; 218.68359375 ; 92.21 ; 65.78
699.0 ; 239.0 ; 3856.318359375 ; 27.13 ; 70.62
123.0 ; 1.0 ; 9.197265625 ; 91.86 ; 74.32
2116.0 ; 60.0 ; 1083.7265625 ; 34.63 ; 58.17
4618.0 ; 815.0 ; 6716.4716796875 ; 5.16 ; 57.33
1017.0 ; 108.0 ; 1627.1396484375 ; 32.50 ; 61.14
939.0 ; 227.0 ; 893.5166015625 ; 29.16 ; 65.33
2026.0 ; 105.0 ; 1841.1162109375 ; 22.63 ; 41.88
810.0 ; 148.0 ; 11512.640625 ; 25.83 ; 77.38
986.0 ; 38.0 ; 967.423828125 ; 50.79 ; 42.02
241.0 ; 25.0 ; 1026.515625 ; 78.40 ; 70.17
1082.0 ; 93.0 ; 1789.8896484375 ; 33.10 ; 49.98
2981.0 ; 263.0 ; 4353.25 ; 6.93 ; 60.64
258.0 ; 42.0 ; 664.8486328125 ; 76.36 ; 59.21
1191.0 ; 205.0 ; 8298.794921875 ; 14.88 ; 68.49
481.0 ; 52.0 ; 1426.2431640625 ; 60.85 ; 64.05
1975.0 ; 69.0 ; 1278.7265625 ; 32.04 ; 55.11
5328.0 ; 49.0 ; 7616.9423828125 ; 26.79 ; 56.30
966.0 ; 131.0 ; 2178.044921875 ; 28.64 ; 78.72
76.0 ; 5.0 ; 25.638671875 ; 91.95 ; 63.26
152.0 ; 12.0 ; 1200.16015625 ; 82.59 ; 70.77
1582.0 ; 124.0 ; 19576.232421875 ; 16.49 ; 71.31
89.0 ; 4.0 ; 258.712890625 ; 90.45 ; 65.38
187.0 ; 27.0 ; 261.984375 ; 83.96 ; 48.89
263.0 ; 13.0 ; 555.59375 ; 82.02 ; 53.93
1534.0 ; 138.0 ; 8018.109375 ; 15.34 ; 65.68
1545.0 ; 303.0 ; 1744.5771484375 ; 15.68 ; 39.60
1268.0 ; 61.0 ; 2075.23828125 ; 36.17 ; 57.73
1126.0 ; 209.0 ; 3575.76171875 ; 18.11 ; 64.49
521.0 ; 40.0 ; 697.572265625 ; 65.71 ; 52.25
676.0 ; 108.0 ; 2013.5751953125 ; 39.92 ; 64.49
521.0 ; 66.0 ; 819.849609375 ; 58.92 ; 61.14
1912.0 ; 389.0 ; 2537.3271484375 ; 11.06 ; 47.41
1761.0 ; 102.0 ; 5885.6796875 ; 18.97 ; 65.78
4220.0 ; 1.0 ; 156.939453125 ; 49.94 ; 75.60
910.0 ; 58.0 ; 2439.0615234375 ; 42.18 ; 65.09
1168.0 ; 139.0 ; 585.669921875 ; 31.28 ; 58.81
1591.0 ; 249.0 ; 2616.1630859375 ; 13.59 ; 60.40
862.0 ; 201.0 ; 2467.58203125 ; 25.57 ; 66.96
184.0 ; 114.0 ; 538.966796875 ; 65.09 ; 58.37
27.0 ; 3.0 ; 292.615234375 ; 94.40 ; 71.31
790.0 ; 70.0 ; 1339.13671875 ; 46.14 ; 53.93
287.0 ; 16.0 ; 238.9296875 ; 82.31 ; 59.56
1471.0 ; 253.0 ; 1004.798828125 ; 20.18 ; 53.14
1109.0 ; 106.0 ; 3887.7890625 ; 26.31 ; 68.79
1279.0 ; 237.0 ; 5509.083984375 ; 13.79 ; 66.47
263.0 ; 16.0 ; 485.0146484375 ; 81.98 ; 53.83
599.0 ; 118.0 ; 89.509765625 ; 50.35 ; 68.15
1232.0 ; 63.0 ; 2956.7802734375 ; 34.10 ; 56.15
1680.0 ; 150.0 ; 2332.9326171875 ; 17.68 ; 49.78
2268.0 ; 419.0 ; 377.6962890625 ; 18.75 ; 66.02
848.0 ; 428.0 ; 934.78125 ; 29.84 ; 31.26
603.0 ; 112.0 ; 521.1796875 ; 48.80 ; 44.00
433.0 ; 6.0 ; 508.279296875 ; 76.15 ; 39.21
1961.0 ; 258.0 ; 46335.0078125 ; 7.27 ; 75.41
222.0 ; 21.0 ; 884.060546875 ; 80.50 ; 68.30
89.0 ; 305.0 ; 6561.884765625 ; 47.54 ; 74.47
3608.0 ; 56.0 ; 787.5625 ; 35.81 ; 66.91
234.0 ; 33.0 ; 2079.3642578125 ; 72.84 ; 70.81
54.0 ; 10.0 ; 119.7734375 ; 92.67 ; 55.01
3752.0 ; 99.0 ; 2481.8232421875 ; 20.13 ; 62.02
2396.0 ; 62.0 ; 1038.0 ; 33.36 ; 56.10
4867.0 ; 1051.0 ; 1196.4541015625 ; 13.32 ; 64.20
2389.0 ; 300.0 ; 4552.009765625 ; 6.72 ; 59.31
343.0 ; 15.0 ; 266.2099609375 ; 80.05 ; 52.64
1590.0 ; 210.0 ; 2616.8505859375 ; 14.45 ; 60.40
1287.0 ; 163.0 ; 1771.15234375 ; 22.00 ; 48.89
972.0 ; 79.0 ; 780.0126953125 ; 42.69 ; 66.17
1371.0 ; 137.0 ; 5182.4814453125 ; 17.95 ; 65.58
84.0 ; 13.0 ; 19.392578125 ; 90.72 ; 72.30
4947.0 ; 101.0 ; 5029.998046875 ; 16.74 ; 47.90
907.0 ; 193.0 ; 5305.4287109375 ; 21.63 ; 65.48
480.0 ; 57.0 ; 3337.2841796875 ; 54.70 ; 68.49
4303.0 ; 675.0 ; 1688.662109375 ; 11.33 ; 61.93
465.0 ; 55.0 ; 383.837890625 ; 66.21 ; 55.16
811.0 ; 107.0 ; 206.6201171875 ; 44.49 ; 65.68
1406.0 ; 75.0 ; 939.8876953125 ; 36.22 ; 58.52
1063.0 ; 257.0 ; 7701.1630859375 ; 15.89 ; 70.47
432.0 ; 84.0 ; 988.3623046875 ; 57.85 ; 60.05
4568.0 ; 345.0 ; 2246.634765625 ; 9.69 ; 54.27
828.0 ; 45.0 ; 966.4052734375 ; 52.89 ; 42.37
2697.0 ; 401.0 ; 3418.2734375 ; 7.43 ; 50.57
200.0 ; 34.0 ; 492.9609375 ; 81.05 ; 59.90
4024.0 ; 296.0 ; 7448.4189453125 ; 5.17 ; 55.65
2568.0 ; 177.0 ; 1633.21484375 ; 14.73 ; 45.93
1082.0 ; 12.0 ; 81.4541015625 ; 58.16 ; 74.32
814.0 ; 63.0 ; 17769.267578125 ; 39.10 ; 75.41
149.0 ; 39.0 ; 1134.1630859375 ; 78.25 ; 70.47
2690.0 ; 672.0 ; 628.91796875 ; 16.51 ; 59.56
5192.0 ; 106.0 ; 3308.998046875 ; 17.50 ; 55.11
127.0 ; 9.0 ; 771.8310546875 ; 85.96 ; 65.68
608.0 ; 59.0 ; 818.9990234375 ; 57.26 ; 52.25
1347.0 ; 59.0 ; 1949.25 ; 36.15 ; 54.42
