dom ; request ; size ; historical ; collinearity
499.0 ; 79.0 ; 656.7060546875 ; 57.88 ; 51.31
3614.0 ; 453.0 ; 3764.865234375 ; 7.02 ; 38.02
34.0 ; 1.0 ; 217.0078125 ; 95.35 ; 66.17
321.0 ; 4.0 ; 35.9677734375 ; 83.59 ; 69.68
433.0 ; 9.0 ; 61.3974609375 ; 78.08 ; 67.21
210.0 ; 9.0 ; 555.693359375 ; 84.47 ; 62.17
1255.0 ; 141.0 ; 2257.2392578125 ; 22.59 ; 56.00
535.0 ; 146.0 ; 6114.8603515625 ; 35.79 ; 70.17
55.0 ; 5.0 ; 1129.638671875 ; 87.92 ; 75.41
1593.0 ; 365.0 ; 1360.1806640625 ; 16.88 ; 40.69
2453.0 ; 107.0 ; 2858.7392578125 ; 18.17 ; 43.16
2901.0 ; 224.0 ; 1396.427734375 ; 13.99 ; 57.28
67.0 ; 8.0 ; 81.619140625 ; 91.98 ; 54.52
71.0 ; 5.0 ; 180.3447265625 ; 91.47 ; 62.17
932.0 ; 161.0 ; 1561.302734375 ; 28.92 ; 62.02
1020.0 ; 118.0 ; 2258.9462890625 ; 29.01 ; 78.72
2101.0 ; 75.0 ; 5070.072265625 ; 23.07 ; 56.15
573.0 ; 73.0 ; 6824.8642578125 ; 45.06 ; 71.31
2384.0 ; 406.0 ; 4947.3134765625 ; 6.43 ; 58.07
961.0 ; 124.0 ; 4970.216796875 ; 25.82 ; 65.68
1178.0 ; 51.0 ; 10418.990234375 ; 34.60 ; 70.57
123.0 ; 18.0 ; 446.83203125 ; 86.58 ; 65.83
361.0 ; 116.0 ; 1439.4541015625 ; 53.39 ; 62.72
323.0 ; 115.0 ; 3443.43359375 ; 50.02 ; 71.31
1250.0 ; 206.0 ; 4902.2861328125 ; 15.17 ; 61.93
187.0 ; 23.0 ; 1703.6513671875 ; 77.52 ; 70.81
78.0 ; 5.0 ; 665.763671875 ; 88.51 ; 69.63
903.0 ; 164.0 ; 1805.8857421875 ; 28.45 ; 62.77
486.0 ; 162.0 ; 3852.109375 ; 38.01 ; 70.07
1173.0 ; 58.0 ; 8571.6171875 ; 33.02 ; 69.58
2665.0 ; 80.0 ; 16931.84375 ; 19.55 ; 66.17
1940.0 ; 106.0 ; 5015.5302734375 ; 17.94 ; 62.17
1742.0 ; 126.0 ; 1207.728515625 ; 23.74 ; 50.67
254.0 ; 15.0 ; 150.94140625 ; 84.17 ; 60.69
1241.0 ; 182.0 ; 2342.255859375 ; 19.70 ; 59.31
1601.0 ; 106.0 ; 2098.9169921875 ; 23.96 ; 57.48
475.0 ; 23.0 ; 164.2958984375 ; 73.62 ; 64.84
958.0 ; 11.0 ; 124.96484375 ; 60.46 ; 69.68
433.0 ; 12.0 ; 662.3037109375 ; 74.54 ; 58.81
17.0 ; 4.0 ; 840.953125 ; 91.87 ; 74.47
1120.0 ; 315.0 ; 9499.4677734375 ; 14.30 ; 70.77
323.0 ; 56.0 ; 2308.8017578125 ; 63.53 ; 70.47
688.0 ; 151.0 ; 2382.443359375 ; 33.65 ; 65.83
299.0 ; 88.0 ; 139.1259765625 ; 67.12 ; 52.00
28.0 ; 4.0 ; 1855.2021484375 ; 86.66 ; 74.47
775.0 ; 90.0 ; 660.953125 ; 45.99 ; 47.56
729.0 ; 174.0 ; 1399.2294921875 ; 34.13 ; 53.43
2439.0 ; 239.0 ; 971.533203125 ; 15.90 ; 58.81
1543.0 ; 72.0 ; 3670.9580078125 ; 27.84 ; 56.15
999.0 ; 116.0 ; 246.90234375 ; 38.67 ; 60.84
594.0 ; 163.0 ; 974.5146484375 ; 41.49 ; 56.69
2554.0 ; 812.0 ; 2162.7333984375 ; 9.71 ; 42.77
649.0 ; 192.0 ; 3854.83203125 ; 30.17 ; 67.06
2754.0 ; 86.0 ; 16999.14453125 ; 18.30 ; 65.68
1727.0 ; 244.0 ; 3949.787109375 ; 10.75 ; 77.83
399.0 ; 74.0 ; 2411.03125 ; 55.90 ; 65.48
617.0 ; 147.0 ; 3730.7705078125 ; 34.14 ; 67.06
421.0 ; 144.0 ; 119.5302734375 ; 54.44 ; 60.64
641.0 ; 187.0 ; 1450.80078125 ; 36.18 ; 54.32
429.0 ; 89.0 ; 1710.1259765625 ; 53.71 ; 61.93
542.0 ; 187.0 ; 2688.9189453125 ; 36.04 ; 70.62
92.0 ; 5.0 ; 70.126953125 ; 91.21 ; 68.10
265.0 ; 59.0 ; 4651.400390625 ; 61.89 ; 79.65
799.0 ; 137.0 ; 2440.908203125 ; 31.43 ; 67.90
1288.0 ; 35.0 ; 2310.24609375 ; 41.28 ; 61.78
1528.0 ; 202.0 ; 4967.943359375 ; 12.43 ; 68.10
2464.0 ; 32.0 ; 1154.4482421875 ; 39.32 ; 61.83
1239.0 ; 15.0 ; 1029.953125 ; 50.34 ; 63.21
169.0 ; 20.0 ; 1036.458984375 ; 81.65 ; 65.48
2831.0 ; 49.0 ; 5830.88671875 ; 27.36 ; 53.93
257.0 ; 38.0 ; 1705.201171875 ; 72.20 ; 68.49
953.0 ; 77.0 ; 10706.73828125 ; 32.62 ; 71.31
1115.0 ; 389.0 ; 4982.2294921875 ; 15.46 ; 67.06
1314.0 ; 292.0 ; 2659.875 ; 15.39 ; 62.77
1091.0 ; 73.0 ; 1691.875 ; 37.32 ; 53.53
533.0 ; 68.0 ; 1536.998046875 ; 54.44 ; 64.49
1681.0 ; 21.0 ; 942.9296875 ; 45.69 ; 55.41
681.0 ; 21.0 ; 773.5361328125 ; 63.00 ; 44.49
668.0 ; 104.0 ; 1120.205078125 ; 44.44 ; 60.40
757.0 ; 333.0 ; 5788.1005859375 ; 23.08 ; 70.96
631.0 ; 173.0 ; 5788.9638671875 ; 30.42 ; 70.77
379.0 ; 65.0 ; 5438.548828125 ; 55.29 ; 76.20
584.0 ; 54.0 ; 2599.2939453125 ; 52.58 ; 70.17
409.0 ; 10.0 ; 810.82421875 ; 75.00 ; 53.93
632.0 ; 182.0 ; 3399.0146484375 ; 31.74 ; 70.81
921.0 ; 122.0 ; 2132.1416015625 ; 30.88 ; 77.83
940.0 ; 49.0 ; 1489.2587890625 ; 46.71 ; 63.16
327.0 ; 90.0 ; 1166.412109375 ; 60.21 ; 60.59
195.0 ; 12.0 ; 263.3271484375 ; 86.10 ; 57.78
438.0 ; 200.0 ; 3995.478515625 ; 37.86 ; 72.44
1393.0 ; 221.0 ; 775.4345703125 ; 22.94 ; 75.70
1717.0 ; 181.0 ; 6922.0927734375 ; 11.28 ; 68.30
198.0 ; 19.0 ; 2439.6455078125 ; 75.58 ; 71.31
1017.0 ; 99.0 ; 4482.615234375 ; 28.61 ; 70.17
71.0 ; 27.0 ; 4687.7314453125 ; 75.46 ; 74.47
6351.0 ; 347.0 ; 7046.1494140625 ; 5.27 ; 45.73
155.0 ; 26.0 ; 1561.296875 ; 78.63 ; 70.17
2341.0 ; 510.0 ; 3746.509765625 ; 7.52 ; 61.73
23.0 ; 2.0 ; 308.8505859375 ; 94.66 ; 76.20
1266.0 ; 67.0 ; 6029.0283203125 ; 30.19 ; 69.33
920.0 ; 236.0 ; 966.48828125 ; 29.03 ; 51.26
71.0 ; 27.0 ; 4686.3876953125 ; 75.46 ; 74.47
482.0 ; 30.0 ; 1272.7021484375 ; 66.30 ; 62.17
43.0 ; 229.0 ; 1143.2265625 ; 60.30 ; 68.69
2412.0 ; 500.0 ; 15825.06640625 ; 5.12 ; 68.49
791.0 ; 128.0 ; 2681.48046875 ; 32.09 ; 65.88
1006.0 ; 26.0 ; 1188.90625 ; 51.58 ; 43.01
1881.0 ; 20.0 ; 1033.755859375 ; 44.21 ; 55.41
1030.0 ; 89.0 ; 6422.7939453125 ; 29.19 ; 66.17
80.0 ; 8.0 ; 180.8525390625 ; 90.58 ; 78.72
1586.0 ; 480.0 ; 2424.80078125 ; 13.25 ; 48.15
236.0 ; 18.0 ; 37.501953125 ; 85.01 ; 67.41
204.0 ; 22.0 ; 1245.6591796875 ; 79.08 ; 65.48
1474.0 ; 110.0 ; 1677.9091796875 ; 25.76 ; 45.88
284.0 ; 8.0 ; 192.435546875 ; 83.71 ; 57.09
819.0 ; 46.0 ; 2116.4462890625 ; 48.13 ; 62.17
620.0 ; 99.0 ; 1594.623046875 ; 44.79 ; 59.21
378.0 ; 65.0 ; 1229.16015625 ; 63.03 ; 64.49
439.0 ; 26.0 ; 1637.009765625 ; 67.26 ; 65.78
161.0 ; 7.0 ; 162.1416015625 ; 88.38 ; 42.02
25.0 ; 4.0 ; 5.4921875 ; 95.89 ; 70.81
549.0 ; 115.0 ; 3110.048828125 ; 41.11 ; 64.74
1975.0 ; 99.0 ; 2503.7041015625 ; 21.95 ; 58.77
1796.0 ; 392.0 ; 2805.0634765625 ; 10.95 ; 60.00
629.0 ; 48.0 ; 1495.5068359375 ; 55.79 ; 63.95
1018.0 ; 221.0 ; 354.078125 ; 30.61 ; 63.06
1522.0 ; 43.0 ; 3092.9375 ; 35.62 ; 53.93
333.0 ; 76.0 ; 27.263671875 ; 68.81 ; 69.09
1854.0 ; 392.0 ; 6593.861328125 ; 7.71 ; 60.59
48.0 ; 2.0 ; 283.2490234375 ; 93.42 ; 65.68
99.0 ; 3.0 ; 11.3544921875 ; 91.60 ; 69.68
1843.0 ; 75.0 ; 5363.412109375 ; 23.83 ; 65.38
2337.0 ; 256.0 ; 1930.1630859375 ; 11.74 ; 55.16
466.0 ; 64.0 ; 2061.232421875 ; 56.27 ; 70.17
899.0 ; 155.0 ; 1732.80859375 ; 29.46 ; 59.01
1746.0 ; 99.0 ; 1190.3798828125 ; 27.61 ; 50.67
1833.0 ; 75.0 ; 5749.1376953125 ; 23.73 ; 65.78
1361.0 ; 72.0 ; 1762.5390625 ; 33.60 ; 49.98
26.0 ; 1.0 ; 70.7578125 ; 96.55 ; 65.38
3211.0 ; 710.0 ; 3869.2392578125 ; 6.78 ; 43.16
2219.0 ; 145.0 ; 11874.048828125 ; 11.14 ; 65.68
768.0 ; 176.0 ; 2251.3154296875 ; 29.85 ; 66.96
1272.0 ; 153.0 ; 3482.302734375 ; 19.08 ; 61.58
598.0 ; 231.0 ; 1445.513671875 ; 36.30 ; 62.32
195.0 ; 42.0 ; 15029.5322265625 ; 67.09 ; 74.47
2377.0 ; 69.0 ; 2529.740234375 ; 26.32 ; 47.90
48.0 ; 2.0 ; 283.2490234375 ; 93.42 ; 65.68
3610.0 ; 183.0 ; 19770.0859375 ; 7.66 ; 65.68
1166.0 ; 50.0 ; 2281.7197265625 ; 39.67 ; 53.93
100.0 ; 6.0 ; 140.6611328125 ; 90.44 ; 55.75
166.0 ; 26.0 ; 220.3271484375 ; 85.05 ; 51.31
235.0 ; 46.0 ; 610.5830078125 ; 76.59 ; 63.75
878.0 ; 119.0 ; 7794.9609375 ; 27.33 ; 70.81
756.0 ; 21.0 ; 226.109375 ; 63.53 ; 66.86
10917.0 ; 1312.0 ; 7335.390625 ; 4.71 ; 43.60
867.0 ; 31.0 ; 314.498046875 ; 58.35 ; 64.54
170.0 ; 26.0 ; 222.1640625 ; 84.91 ; 51.31
545.0 ; 311.0 ; 2449.728515625 ; 33.89 ; 59.16
379.0 ; 50.0 ; 1244.5830078125 ; 66.48 ; 65.88
230.0 ; 14.0 ; 299.474609375 ; 84.49 ; 57.48
1339.0 ; 285.0 ; 2923.95703125 ; 14.59 ; 62.77
480.0 ; 55.0 ; 3901.6953125 ; 54.52 ; 70.77
879.0 ; 74.0 ; 2006.404296875 ; 40.41 ; 74.02
8925.0 ; 180.0 ; 17903.9921875 ; 7.79 ; 53.93
2642.0 ; 106.0 ; 370.8017578125 ; 27.93 ; 70.02
2485.0 ; 190.0 ; 6412.087890625 ; 7.89 ; 62.17
1219.0 ; 61.0 ; 14017.0400390625 ; 31.57 ; 71.31
961.0 ; 226.0 ; 698.5107421875 ; 29.77 ; 45.58
298.0 ; 47.0 ; 2371.2646484375 ; 66.55 ; 70.77
816.0 ; 192.0 ; 1319.8369140625 ; 31.13 ; 61.73
586.0 ; 104.0 ; 705.5283203125 ; 49.58 ; 52.35
59.0 ; 8.0 ; 33.6162109375 ; 92.98 ; 67.21
47.0 ; 3.0 ; 31.525390625 ; 94.70 ; 55.26
865.0 ; 136.0 ; 3501.5087890625 ; 27.95 ; 68.30
1017.0 ; 247.0 ; 3919.8837890625 ; 18.84 ; 61.93
511.0 ; 102.0 ; 4244.4443359375 ; 43.17 ; 70.77
908.0 ; 322.0 ; 2822.474609375 ; 21.87 ; 65.73
472.0 ; 32.0 ; 1251.8984375 ; 66.45 ; 62.17
1583.0 ; 198.0 ; 7568.55859375 ; 11.24 ; 70.17
1243.0 ; 35.0 ; 1597.7890625 ; 44.10 ; 52.00
1962.0 ; 133.0 ; 1769.4443359375 ; 19.50 ; 38.02
1235.0 ; 95.0 ; 833.2119140625 ; 34.76 ; 48.59
777.0 ; 57.0 ; 1230.7578125 ; 50.11 ; 59.95
193.0 ; 6.0 ; 667.150390625 ; 84.81 ; 65.78
1674.0 ; 472.0 ; 459.0830078125 ; 20.95 ; 52.05
1193.0 ; 256.0 ; 267.9091796875 ; 27.32 ; 64.54
62.0 ; 3.0 ; 96.90234375 ; 92.98 ; 63.16
490.0 ; 40.0 ; 135.8994140625 ; 69.90 ; 66.42
155.0 ; 5.0 ; 322.83203125 ; 88.05 ; 53.93
721.0 ; 124.0 ; 15966.712890625 ; 30.92 ; 75.41
41.0 ; 1.0 ; 13.1953125 ; 96.08 ; 64.94
174.0 ; 59.0 ; 4195.5576171875 ; 65.42 ; 77.48
1345.0 ; 127.0 ; 1824.5322265625 ; 24.36 ; 48.79
131.0 ; 16.0 ; 305.9306640625 ; 87.40 ; 77.83
1292.0 ; 97.0 ; 2767.0390625 ; 26.75 ; 54.77
710.0 ; 55.0 ; 7216.5 ; 44.36 ; 70.17
753.0 ; 95.0 ; 1687.037109375 ; 40.69 ; 78.72
2693.0 ; 649.0 ; 13777.4130859375 ; 4.81 ; 69.93
702.0 ; 39.0 ; 940.0625 ; 58.06 ; 46.81
1779.0 ; 465.0 ; 910.6396484375 ; 17.73 ; 54.77
1377.0 ; 143.0 ; 1620.7275390625 ; 23.10 ; 53.23
3909.0 ; 14.0 ; 1164.01953125 ; 42.30 ; 60.89
634.0 ; 156.0 ; 3367.466796875 ; 33.31 ; 69.93
2971.0 ; 224.0 ; 230959.5625 ; 5.41 ; 74.47
284.0 ; 64.0 ; 1665.9736328125 ; 65.24 ; 67.06
675.0 ; 48.0 ; 3077.6494140625 ; 49.88 ; 70.17
340.0 ; 38.0 ; 3762.9990234375 ; 64.52 ; 71.31
359.0 ; 52.0 ; 112.931640625 ; 72.77 ; 61.93
1320.0 ; 107.0 ; 1967.576171875 ; 26.84 ; 60.64
1718.0 ; 181.0 ; 7033.150390625 ; 11.23 ; 68.30
4054.0 ; 29.0 ; 4899.755859375 ; 32.09 ; 44.74
260.0 ; 11.0 ; 71.607421875 ; 84.90 ; 68.64
5629.0 ; 552.0 ; 20894.173828125 ; 4.81 ; 65.38
460.0 ; 190.0 ; 2844.900390625 ; 38.94 ; 65.83
351.0 ; 73.0 ; 2103.35546875 ; 58.96 ; 65.48
56.0 ; 7.0 ; 234.708984375 ; 92.30 ; 68.30
1699.0 ; 251.0 ; 1719.501953125 ; 15.31 ; 42.72
185.0 ; 33.0 ; 185.5966796875 ; 83.28 ; 45.43
907.0 ; 95.0 ; 1586.5 ; 37.08 ; 56.00
954.0 ; 154.0 ; 3041.3759765625 ; 24.96 ; 64.49
1946.0 ; 334.0 ; 12070.5009765625 ; 6.93 ; 65.48
1154.0 ; 255.0 ; 3657.9462890625 ; 16.58 ; 61.93
343.0 ; 37.0 ; 1412.935546875 ; 70.17 ; 68.30
1467.0 ; 46.0 ; 698.5322265625 ; 43.63 ; 66.32
5248.0 ; 967.0 ; 18501.35546875 ; 4.63 ; 65.83
1174.0 ; 368.0 ; 2241.2646484375 ; 18.18 ; 70.37
1043.0 ; 159.0 ; 3756.8203125 ; 21.89 ; 65.83
398.0 ; 57.0 ; 475.060546875 ; 68.09 ; 54.52
335.0 ; 34.0 ; 842.19921875 ; 73.98 ; 62.17
1077.0 ; 167.0 ; 3155.025390625 ; 21.42 ; 64.49
1369.0 ; 104.0 ; 2932.6123046875 ; 24.41 ; 54.77
2683.0 ; 4.0 ; 412.1962890625 ; 47.59 ; 65.98
393.0 ; 30.0 ; 239.2412109375 ; 75.47 ; 56.54
10.0 ; 1.0 ; 14.9716796875 ; 97.73 ; 55.46
541.0 ; 26.0 ; 379.501953125 ; 69.35 ; 55.36
700.0 ; 115.0 ; 1741.6416015625 ; 39.12 ; 59.90
499.0 ; 44.0 ; 1324.7734375 ; 62.48 ; 62.17
111.0 ; 33.0 ; 134.646484375 ; 85.84 ; 44.25
326.0 ; 87.0 ; 504.666015625 ; 64.35 ; 44.94
901.0 ; 158.0 ; 740.7783203125 ; 33.91 ; 44.49
497.0 ; 102.0 ; 3672.935546875 ; 44.34 ; 70.47
1096.0 ; 22.0 ; 3987.5908203125 ; 43.71 ; 65.78
2965.0 ; 489.0 ; 4437.8798828125 ; 6.38 ; 57.33
1246.0 ; 213.0 ; 4556.130859375 ; 15.29 ; 65.83
1870.0 ; 214.0 ; 2694.4873046875 ; 12.41 ; 49.78
3513.0 ; 151.0 ; 1022.7783203125 ; 19.27 ; 68.40
3875.0 ; 139.0 ; 5072.39453125 ; 11.83 ; 52.00
1470.0 ; 70.0 ; 1334.3642578125 ; 34.61 ; 41.88
6905.0 ; 1045.0 ; 3449.953125 ; 7.08 ; 67.46
803.0 ; 178.0 ; 1134.7998046875 ; 33.05 ; 59.36
111.0 ; 1.0 ; 8.0458984375 ; 92.22 ; 74.32
598.0 ; 50.0 ; 2011.8671875 ; 54.53 ; 65.78
739.0 ; 42.0 ; 907.29296875 ; 56.44 ; 63.26
568.0 ; 18.0 ; 609.0947265625 ; 68.45 ; 43.95
1716.0 ; 181.0 ; 7045.3662109375 ; 11.24 ; 68.30
1276.0 ; 57.0 ; 764.9306640625 ; 42.76 ; 55.46
222.0 ; 65.0 ; 1547.3505859375 ; 67.82 ; 69.33
133.0 ; 12.0 ; 559.8330078125 ; 86.56 ; 70.17
1309.0 ; 74.0 ; 961.2724609375 ; 37.40 ; 66.62
1469.0 ; 56.0 ; 7981.966796875 ; 29.94 ; 65.68
1208.0 ; 72.0 ; 1795.9794921875 ; 35.33 ; 60.64
1478.0 ; 539.0 ; 2846.625 ; 13.12 ; 63.11
613.0 ; 35.0 ; 5692.5068359375 ; 52.68 ; 70.57
1849.0 ; 464.0 ; 4342.3046875 ; 8.78 ; 55.51
238.0 ; 18.0 ; 742.5546875 ; 81.20 ; 65.78
656.0 ; 100.0 ; 640.6708984375 ; 48.09 ; 35.46
352.0 ; 53.0 ; 1286.623046875 ; 66.70 ; 65.83
1848.0 ; 378.0 ; 897.9033203125 ; 17.50 ; 67.70
1388.0 ; 227.0 ; 1144.2978515625 ; 20.92 ; 45.53
1502.0 ; 15.0 ; 225.4423828125 ; 51.80 ; 65.98
639.0 ; 19.0 ; 1941.15625 ; 59.53 ; 65.78
48.0 ; 4.0 ; 420.8486328125 ; 92.46 ; 69.63
1101.0 ; 296.0 ; 2439.8515625 ; 18.84 ; 59.70
857.0 ; 175.0 ; 608.6806640625 ; 34.56 ; 54.57
832.0 ; 32.0 ; 121.6396484375 ; 59.98 ; 66.12
834.0 ; 64.0 ; 1150.82421875 ; 47.26 ; 52.69
4901.0 ; 332.0 ; 1044.029296875 ; 14.42 ; 61.53
227.0 ; 27.0 ; 179.619140625 ; 83.00 ; 50.77
631.0 ; 73.0 ; 95.5732421875 ; 57.01 ; 71.01
3599.0 ; 963.0 ; 6338.3125 ; 5.22 ; 63.85
313.0 ; 14.0 ; 309.826171875 ; 81.22 ; 42.02
1044.0 ; 97.0 ; 338.2734375 ; 40.20 ; 61.53
142.0 ; 28.0 ; 1338.181640625 ; 79.62 ; 70.81
220.0 ; 8.0 ; 1218.234375 ; 80.74 ; 65.68
175.0 ; 12.0 ; 69.6875 ; 87.78 ; 60.40
2183.0 ; 529.0 ; 15316.384765625 ; 5.95 ; 70.47
144.0 ; 17.0 ; 1581.6318359375 ; 80.39 ; 71.31
37.0 ; 2.0 ; 10.6396484375 ; 95.48 ; 68.64
518.0 ; 188.0 ; 1966.8583984375 ; 38.81 ; 59.95
265.0 ; 61.0 ; 644.419921875 ; 71.68 ; 58.12
111.0 ; 12.0 ; 1302.337890625 ; 83.31 ; 71.31
1027.0 ; 50.0 ; 689.4208984375 ; 48.75 ; 55.11
66.0 ; 8.0 ; 138.0107421875 ; 91.74 ; 54.02
1364.0 ; 50.0 ; 1567.6298828125 ; 39.50 ; 44.49
1451.0 ; 396.0 ; 7727.28515625 ; 10.14 ; 70.81
800.0 ; 334.0 ; 1908.8359375 ; 26.90 ; 60.89
1439.0 ; 527.0 ; 2848.759765625 ; 13.48 ; 69.19
582.0 ; 26.0 ; 219.7109375 ; 68.59 ; 64.54
1524.0 ; 262.0 ; 3594.228515625 ; 12.23 ; 64.79
943.0 ; 23.0 ; 354.5458984375 ; 57.80 ; 65.33
397.0 ; 112.0 ; 1198.3447265625 ; 53.55 ; 62.22
671.0 ; 37.0 ; 667.0927734375 ; 60.95 ; 42.02
127.0 ; 25.0 ; 1371.232421875 ; 80.47 ; 70.17
1341.0 ; 244.0 ; 2440.7666015625 ; 16.37 ; 58.72
1434.0 ; 20.0 ; 93.2275390625 ; 52.25 ; 75.60
1231.0 ; 57.0 ; 1557.5986328125 ; 39.40 ; 58.77
852.0 ; 192.0 ; 803.666015625 ; 32.80 ; 41.93
639.0 ; 65.0 ; 468.845703125 ; 56.65 ; 51.80
558.0 ; 183.0 ; 4160.7548828125 ; 33.58 ; 69.83
1673.0 ; 100.0 ; 1616.6376953125 ; 26.07 ; 44.40
1119.0 ; 9.0 ; 811.1669921875 ; 54.12 ; 58.37
1011.0 ; 196.0 ; 1313.7939453125 ; 26.49 ; 47.26
1252.0 ; 277.0 ; 14763.431640625 ; 12.39 ; 71.31
1957.0 ; 536.0 ; 4600.32421875 ; 8.18 ; 62.22
647.0 ; 114.0 ; 2661.5830078125 ; 38.46 ; 68.30
743.0 ; 103.0 ; 2771.787109375 ; 36.68 ; 62.62
725.0 ; 160.0 ; 982.8310546875 ; 37.22 ; 50.22
647.0 ; 133.0 ; 5568.2138671875 ; 33.10 ; 70.77
5349.0 ; 1046.0 ; 2253.8115234375 ; 9.35 ; 57.48
196.0 ; 7.0 ; 1601.384765625 ; 79.97 ; 69.63
1801.0 ; 87.0 ; 4199.48828125 ; 22.29 ; 56.15
853.0 ; 34.0 ; 829.056640625 ; 55.35 ; 42.02
36.0 ; 13.0 ; 372.498046875 ; 92.23 ; 71.31
187.0 ; 61.0 ; 1036.0595703125 ; 72.35 ; 70.62
79.0 ; 8.0 ; 324.19140625 ; 89.92 ; 68.30
1731.0 ; 216.0 ; 672.2060546875 ; 20.88 ; 58.81
342.0 ; 38.0 ; 2628.990234375 ; 66.16 ; 69.58
704.0 ; 22.0 ; 630.0185546875 ; 62.89 ; 61.73
34.0 ; 2.0 ; 51.4833984375 ; 95.40 ; 58.42
1263.0 ; 265.0 ; 13700.876953125 ; 12.54 ; 70.17
267.0 ; 47.0 ; 131.2275390625 ; 77.58 ; 70.77
638.0 ; 162.0 ; 7178.9228515625 ; 30.45 ; 70.17
1785.0 ; 90.0 ; 3317.865234375 ; 22.84 ; 61.78
1878.0 ; 120.0 ; 4975.669921875 ; 16.28 ; 62.17
1415.0 ; 230.0 ; 10441.7392578125 ; 11.60 ; 69.58
1191.0 ; 93.0 ; 5095.8916015625 ; 26.29 ; 70.17
2574.0 ; 42.0 ; 797.4150390625 ; 39.09 ; 66.86
227.0 ; 9.0 ; 37.8740234375 ; 86.60 ; 64.89
1127.0 ; 278.0 ; 3989.48828125 ; 16.12 ; 60.59
1338.0 ; 142.0 ; 1596.0029296875 ; 23.74 ; 54.52
214.0 ; 34.0 ; 584.1708984375 ; 80.07 ; 67.46
1804.0 ; 84.0 ; 4867.9931640625 ; 22.43 ; 65.09
1277.0 ; 209.0 ; 3931.1884765625 ; 15.54 ; 67.90
970.0 ; 52.0 ; 1461.0087890625 ; 45.49 ; 58.42
1871.0 ; 177.0 ; 888.169921875 ; 20.51 ; 57.28
4358.0 ; 39.0 ; 1653.990234375 ; 35.60 ; 64.15
275.0 ; 14.0 ; 640.1689453125 ; 80.97 ; 56.15
1989.0 ; 383.0 ; 1795.5498046875 ; 12.89 ; 44.10
856.0 ; 354.0 ; 1070.279296875 ; 28.98 ; 33.68
596.0 ; 27.0 ; 1653.580078125 ; 60.71 ; 65.38
831.0 ; 177.0 ; 835.91015625 ; 33.89 ; 49.68
1690.0 ; 72.0 ; 2275.369140625 ; 29.22 ; 52.30
54.0 ; 20.0 ; 2309.8916015625 ; 81.44 ; 74.47
2314.0 ; 192.0 ; 1836.2607421875 ; 13.87 ; 58.22
6582.0 ; 555.0 ; 2731.140625 ; 8.47 ; 62.57
2453.0 ; 127.0 ; 27949.3515625 ; 12.07 ; 71.31
481.0 ; 13.0 ; 874.34765625 ; 71.23 ; 61.78
1338.0 ; 52.0 ; 1551.5029296875 ; 39.39 ; 43.16
316.0 ; 28.0 ; 387.177734375 ; 78.34 ; 63.65
1284.0 ; 157.0 ; 1416.90625 ; 23.89 ; 58.22
1503.0 ; 191.0 ; 1111.6767578125 ; 21.12 ; 51.31
4820.0 ; 256.0 ; 5541.0458984375 ; 6.33 ; 43.16
4473.0 ; 839.0 ; 14970.0478515625 ; 4.71 ; 64.49
1213.0 ; 132.0 ; 646.9462890625 ; 30.93 ; 65.88
8375.0 ; 3270.0 ; 7993.7421875 ; 3.62 ; 35.46
1307.0 ; 263.0 ; 817.298828125 ; 22.76 ; 53.68
1138.0 ; 64.0 ; 1544.8896484375 ; 39.23 ; 54.57
3597.0 ; 37.0 ; 3424.005859375 ; 31.85 ; 61.73
1030.0 ; 52.0 ; 1541.5693359375 ; 43.97 ; 62.37
842.0 ; 184.0 ; 8247.8447265625 ; 22.69 ; 70.17
1805.0 ; 75.0 ; 6140.5185546875 ; 23.71 ; 65.78
259.0 ; 104.0 ; 2767.302734375 ; 55.21 ; 71.31
104.0 ; 33.0 ; 532.2705078125 ; 84.04 ; 70.62
44.0 ; 7.0 ; 258.310546875 ; 93.15 ; 65.48
1233.0 ; 32.0 ; 880.775390625 ; 48.24 ; 58.37
1465.0 ; 345.0 ; 1533.6220703125 ; 17.07 ; 38.42
314.0 ; 66.0 ; 862.8203125 ; 67.36 ; 66.96
353.0 ; 38.0 ; 820.2529296875 ; 72.51 ; 77.83
522.0 ; 101.0 ; 1760.2353515625 ; 47.54 ; 65.83
88.0 ; 1.0 ; 121.798828125 ; 92.25 ; 54.17
413.0 ; 21.0 ; 573.3701171875 ; 74.49 ; 54.57
5155.0 ; 363.0 ; 3181.220703125 ; 7.79 ; 55.46
429.0 ; 9.0 ; 59.189453125 ; 78.26 ; 69.68
297.0 ; 24.0 ; 138.9599609375 ; 81.08 ; 64.44
1938.0 ; 201.0 ; 4722.5849609375 ; 10.14 ; 62.86
1762.0 ; 412.0 ; 1609.0439453125 ; 14.56 ; 60.69
2553.0 ; 149.0 ; 4362.3935546875 ; 11.38 ; 54.27
63.0 ; 16.0 ; 142.8740234375 ; 90.92 ; 59.70
716.0 ; 171.0 ; 2485.5654296875 ; 31.08 ; 65.83
452.0 ; 45.0 ; 2351.19921875 ; 60.60 ; 65.68
2303.0 ; 32.0 ; 624.9609375 ; 42.73 ; 60.89
824.0 ; 56.0 ; 942.7998046875 ; 50.51 ; 45.88
70.0 ; 5.0 ; 343.3857421875 ; 90.77 ; 69.33
