dom ; request ; size ; historical ; distance
77 ; 3 ; 95.12 ; 91.77 ; 99.94
234 ; 13 ; 32.59 ; 85.87 ; 99.78
83 ; 12 ; 588.97 ; 87.89 ; 98.62
220 ; 8 ; 1299.73 ; 80.35 ; 93.23
642 ; 87 ; 2036.05 ; 44.61 ; 82.22
253 ; 40 ; 1485.26 ; 72.83 ; 91.15
162 ; 17 ; 244.33 ; 86.59 ; 99.66
1085 ; 89 ; 925.49 ; 37.71 ; 92.05
490 ; 75 ; 1429.34 ; 55.14 ; 91.08
237 ; 43 ; 859.48 ; 75.87 ; 96.90
559 ; 145 ; 1053.49 ; 43.77 ; 94.38
71 ; 5 ; 449.29 ; 90.13 ; 99.19
1072 ; 126 ; 4025.55 ; 24.07 ; 32.34
215 ; 22 ; 387.28 ; 83.26 ; 99.23
328 ; 47 ; 1896.43 ; 66.66 ; 85.56
146 ; 11 ; 441.89 ; 86.93 ; 99.16
843 ; 77 ; 2265.88 ; 39.89 ; 77.21
139 ; 3 ; 107.38 ; 89.85 ; 99.88
133 ; 4 ; 423.25 ; 88.31 ; 99.23
683 ; 97 ; 1643.55 ; 42.74 ; 87.62
342 ; 38 ; 403.81 ; 75.23 ; 98.90
286 ; 29 ; 1034.27 ; 75.89 ; 95.51
1146 ; 68 ; 2082.19 ; 36.24 ; 77.98
420 ; 11 ; 25.04 ; 78.58 ; 99.31
227 ; 22 ; 790.37 ; 80.67 ; 97.36
515 ; 28 ; 936.55 ; 67.02 ; 95.55
534 ; 73 ; 3519.97 ; 48.53 ; 50.60
995 ; 110 ; 2778.84 ; 29.42 ; 66.02
199 ; 14 ; 264.85 ; 85.71 ; 99.57
74 ; 14 ; 455.17 ; 88.68 ; 99.17
671 ; 78 ; 1998.43 ; 45.56 ; 82.67
88 ; 20 ; 706.38 ; 85.87 ; 98.02
312 ; 23 ; 592.46 ; 78.30 ; 98.25
626 ; 148 ; 2545.64 ; 35.62 ; 73.15
362 ; 27 ; 1154.90 ; 72.52 ; 94.29
79 ; 6 ; 221.61 ; 90.67 ; 99.78
1002 ; 162 ; 1706.00 ; 26.83 ; 84.65
553 ; 35 ; 230.48 ; 67.95 ; 98.60
387 ; 23 ; 702.50 ; 74.55 ; 97.49
394 ; 23 ; 195.60 ; 76.90 ; 99.24
550 ; 182 ; 1448.82 ; 39.77 ; 90.52
90 ; 3 ; 99.74 ; 91.36 ; 99.93
607 ; 90 ; 2750.22 ; 43.53 ; 69.07
377 ; 55 ; 379.47 ; 69.96 ; 98.87
50 ; 4 ; 88.73 ; 93.97 ; 99.96
405 ; 75 ; 500.37 ; 63.52 ; 98.36
829 ; 63 ; 1057.94 ; 48.10 ; 92.95
358 ; 13 ; 1271.75 ; 74.40 ; 93.20
558 ; 66 ; 1255.70 ; 55.21 ; 92.63
447 ; 21 ; 231.72 ; 74.82 ; 99.01
75 ; 7 ; 154.37 ; 90.98 ; 99.89
449 ; 8 ; 134.99 ; 77.10 ; 99.14
473 ; 30 ; 312.66 ; 71.74 ; 98.74
901 ; 63 ; 1836.36 ; 42.95 ; 83.69
181 ; 9 ; 480.31 ; 85.86 ; 98.97
607 ; 64 ; 427.80 ; 58.23 ; 97.84
243 ; 5 ; 507.47 ; 84.08 ; 98.77
89 ; 5 ; 83.43 ; 91.22 ; 99.94
252 ; 27 ; 1068.38 ; 77.39 ; 95.30
682 ; 118 ; 1719.71 ; 39.36 ; 86.61
263 ; 27 ; 744.31 ; 78.69 ; 97.57
242 ; 8 ; 590.50 ; 83.28 ; 98.41
700 ; 61 ; 3283.74 ; 45.67 ; 56.07
116 ; 14 ; 135.51 ; 88.96 ; 99.88
486 ; 16 ; 146.50 ; 74.42 ; 99.00
674 ; 71 ; 1051.42 ; 50.87 ; 93.90
455 ; 55 ; 1580.19 ; 60.58 ; 89.46
233 ; 46 ; 1038.79 ; 74.36 ; 95.58
1333 ; 111 ; 2043.01 ; 25.90 ; 76.77
345 ; 9 ; 419.43 ; 79.96 ; 98.85
206 ; 21 ; 351.65 ; 83.91 ; 99.35
158 ; 16 ; 763.11 ; 84.14 ; 97.63
1084 ; 129 ; 3940.01 ; 23.58 ; 34.89
482 ; 124 ; 2190.29 ; 44.57 ; 80.35
208 ; 12 ; 258.82 ; 85.69 ; 99.57
603 ; 90 ; 2766.41 ; 43.63 ; 68.74
230 ; 20 ; 865.24 ; 80.49 ; 96.88
539 ; 39 ; 980.65 ; 63.66 ; 95.12
476 ; 44 ; 3314.67 ; 57.99 ; 56.31
1012 ; 22 ; 678.49 ; 54.84 ; 94.22
67 ; 11 ; 31.70 ; 91.89 ; 99.98
479 ; 60 ; 1595.60 ; 58.31 ; 89.17
177 ; 21 ; 600.92 ; 83.57 ; 98.47
276 ; 14 ; 187.04 ; 83.27 ; 99.57
164 ; 22 ; 766.73 ; 82.93 ; 97.60
503 ; 31 ; 2192.22 ; 61.82 ; 80.29
433 ; 95 ; 2664.96 ; 49.74 ; 71.57
427 ; 113 ; 3465.42 ; 45.90 ; 52.46
53 ; 3 ; 91.02 ; 93.81 ; 99.96
306 ; 28 ; 932.92 ; 75.81 ; 96.24
1117 ; 81 ; 2449.82 ; 32.95 ; 71.74
906 ; 66 ; 1022.18 ; 45.70 ; 92.72
108 ; 30 ; 634.14 ; 83.91 ; 98.38
151 ; 2 ; 24.42 ; 90.11 ; 99.91
455 ; 75 ; 376.41 ; 62.05 ; 98.62
145 ; 21 ; 1521.99 ; 79.95 ; 90.89
392 ; 81 ; 2898.66 ; 53.72 ; 66.65
192 ; 23 ; 774.68 ; 81.77 ; 97.52
711 ; 164 ; 2284.99 ; 32.23 ; 77.59
124 ; 6 ; 582.35 ; 87.47 ; 98.62
155 ; 15 ; 283.73 ; 86.96 ; 99.59
537 ; 72 ; 3978.10 ; 48.11 ; 37.21
471 ; 47 ; 1222.32 ; 63.41 ; 93.31
741 ; 131 ; 2907.92 ; 32.72 ; 64.86
436 ; 124 ; 506.32 ; 53.99 ; 98.20
220 ; 29 ; 468.68 ; 81.42 ; 98.95
633 ; 181 ; 2320.51 ; 33.79 ; 77.34
564 ; 89 ; 3320.41 ; 44.38 ; 55.78
751 ; 88 ; 3400.31 ; 38.03 ; 52.73
301 ; 45 ; 1085.64 ; 71.73 ; 95.05
125 ; 6 ; 20.06 ; 90.39 ; 99.94
1138 ; 71 ; 2322.33 ; 35.03 ; 73.93
343 ; 32 ; 1417.58 ; 71.14 ; 91.71
1007 ; 204 ; 1800.39 ; 24.18 ; 83.26
549 ; 40 ; 84.59 ; 67.82 ; 98.79
341 ; 49 ; 879.27 ; 70.19 ; 96.53
1358 ; 94 ; 2312.24 ; 27.55 ; 71.96
936 ; 67 ; 1001.14 ; 44.86 ; 92.67
190 ; 3 ; 16.68 ; 88.74 ; 99.86
565 ; 132 ; 1491.21 ; 42.73 ; 90.03
990 ; 47 ; 486.53 ; 51.30 ; 95.25
420 ; 33 ; 3143.47 ; 62.96 ; 60.82
481 ; 83 ; 1676.47 ; 52.82 ; 88.12
326 ; 31 ; 1320.91 ; 72.47 ; 92.79
309 ; 46 ; 2068.14 ; 67.15 ; 82.96
695 ; 99 ; 2212.28 ; 40.16 ; 79.02
214 ; 39 ; 1922.15 ; 72.79 ; 85.42
429 ; 66 ; 1704.42 ; 58.57 ; 87.95
498 ; 34 ; 1069.81 ; 65.92 ; 94.57
689 ; 52 ; 1427.17 ; 53.07 ; 90.21
116 ; 10 ; 694.07 ; 86.58 ; 98.07
202 ; 65 ; 564.53 ; 73.44 ; 98.58
263 ; 63 ; 767.18 ; 70.60 ; 97.42
512 ; 71 ; 2873.81 ; 50.81 ; 66.79
342 ; 15 ; 1404.20 ; 74.20 ; 91.86
1110 ; 75 ; 902.07 ; 40.29 ; 92.01
191 ; 47 ; 145.34 ; 80.23 ; 99.77
668 ; 184 ; 1266.88 ; 36.21 ; 91.88
291 ; 14 ; 34.66 ; 83.54 ; 99.66
856 ; 71 ; 2515.21 ; 40.22 ; 72.48
1020 ; 99 ; 2287.80 ; 31.73 ; 75.52
267 ; 24 ; 185.71 ; 82.00 ; 99.59
107 ; 2 ; 383.83 ; 89.55 ; 99.38
63 ; 14 ; 268.38 ; 90.61 ; 99.70
749 ; 139 ; 2190.44 ; 33.29 ; 79.05
465 ; 111 ; 2201.84 ; 46.98 ; 80.22
436 ; 89 ; 907.02 ; 57.14 ; 96.02
475 ; 5 ; 109.88 ; 76.53 ; 99.07
79 ; 12 ; 535.02 ; 88.30 ; 98.86
649 ; 37 ; 670.39 ; 61.71 ; 96.60
286 ; 54 ; 826.36 ; 71.54 ; 97.01
142 ; 6 ; 57.14 ; 89.67 ; 99.91
967 ; 120 ; 2328.36 ; 29.62 ; 75.18
487 ; 9 ; 151.67 ; 75.29 ; 98.99
618 ; 96 ; 1062.75 ; 47.83 ; 94.08
68 ; 18 ; 1137.27 ; 84.93 ; 94.94
149 ; 28 ; 305.33 ; 84.81 ; 99.55
986 ; 93 ; 2984.42 ; 31.96 ; 61.48
190 ; 21 ; 37.24 ; 86.08 ; 99.85
458 ; 41 ; 3980.77 ; 58.67 ; 37.45
717 ; 54 ; 1217.41 ; 52.69 ; 92.21
1112 ; 75 ; 1038.90 ; 39.55 ; 90.96
677 ; 151 ; 1508.71 ; 36.87 ; 89.26
595 ; 143 ; 878.79 ; 43.52 ; 95.53
675 ; 158 ; 2732.77 ; 32.78 ; 69.04
1036 ; 160 ; 3416.81 ; 22.33 ; 50.24
223 ; 16 ; 437.76 ; 83.73 ; 99.06
104 ; 5 ; 120.02 ; 90.56 ; 99.90
591 ; 183 ; 1974.38 ; 36.20 ; 83.32
1033 ; 70 ; 2229.99 ; 37.29 ; 76.45
303 ; 19 ; 2910.29 ; 70.72 ; 66.65
285 ; 34 ; 610.62 ; 77.29 ; 98.23
566 ; 13 ; 270.43 ; 71.06 ; 98.47
537 ; 69 ; 3103.76 ; 49.87 ; 61.33
470 ; 94 ; 1951.03 ; 50.20 ; 84.28
166 ; 3 ; 628.36 ; 86.32 ; 98.35
283 ; 26 ; 1926.57 ; 72.74 ; 85.23
354 ; 2 ; 132.38 ; 81.91 ; 99.44
557 ; 106 ; 3348.65 ; 41.69 ; 55.07
363 ; 27 ; 641.33 ; 75.20 ; 97.88
74 ; 8 ; 35.19 ; 91.62 ; 99.97
1103 ; 73 ; 2230.45 ; 35.40 ; 75.86
396 ; 30 ; 287.23 ; 75.12 ; 99.06
737 ; 35 ; 1719.34 ; 54.21 ; 86.36
236 ; 20 ; 590.59 ; 81.78 ; 98.42
694 ; 102 ; 575.55 ; 46.85 ; 96.79
118 ; 2 ; 290.73 ; 89.69 ; 99.62
550 ; 9 ; 863.35 ; 69.01 ; 95.92
634 ; 56 ; 833.29 ; 56.97 ; 95.72
362 ; 6 ; 100.23 ; 81.24 ; 99.45
551 ; 17 ; 1263.65 ; 65.82 ; 92.60
622 ; 140 ; 1995.59 ; 37.98 ; 82.90
123 ; 12 ; 556.79 ; 86.87 ; 98.73
454 ; 27 ; 2803.22 ; 63.19 ; 68.58
253 ; 33 ; 109.14 ; 81.29 ; 99.70
778 ; 51 ; 2999.87 ; 46.12 ; 62.58
297 ; 37 ; 1934.24 ; 70.07 ; 85.08
404 ; 102 ; 973.87 ; 55.87 ; 95.63
341 ; 21 ; 179.48 ; 79.54 ; 99.42
62 ; 6 ; 33.74 ; 92.96 ; 99.98
187 ; 20 ; 716.38 ; 82.76 ; 97.86
465 ; 28 ; 804.48 ; 69.80 ; 96.63
254 ; 21 ; 779.58 ; 79.88 ; 97.38
214 ; 45 ; 43.19 ; 80.52 ; 99.81
418 ; 70 ; 879.57 ; 61.94 ; 96.29
822 ; 203 ; 1327.46 ; 30.40 ; 90.34
584 ; 37 ; 2063.36 ; 57.84 ; 82.08
929 ; 118 ; 4682.97 ; 27.49 ; 11.16
466 ; 75 ; 1079.32 ; 57.82 ; 94.59
805 ; 25 ; 178.15 ; 61.73 ; 97.35
482 ; 79 ; 1191.35 ; 55.75 ; 93.54
764 ; 117 ; 4266.63 ; 32.12 ; 26.76
876 ; 120 ; 2608.15 ; 31.04 ; 70.46
775 ; 18 ; 536.36 ; 61.91 ; 96.54
758 ; 116 ; 3173.91 ; 33.69 ; 58.47
60 ; 6 ; 359.12 ; 91.45 ; 99.48
145 ; 2 ; 42.08 ; 90.18 ; 99.91
484 ; 39 ; 2478.88 ; 60.27 ; 75.15
963 ; 42 ; 1239.75 ; 49.02 ; 90.39
987 ; 63 ; 2225.18 ; 39.87 ; 76.90
873 ; 56 ; 1664.67 ; 45.90 ; 86.22
539 ; 29 ; 1912.83 ; 61.57 ; 84.61
1247 ; 48 ; 806.10 ; 45.00 ; 91.40
491 ; 88 ; 1768.47 ; 51.08 ; 86.85
64 ; 9 ; 174.06 ; 91.61 ; 99.87
615 ; 152 ; 1114.65 ; 40.80 ; 93.60
474 ; 9 ; 80.39 ; 76.23 ; 99.10
245 ; 22 ; 881.39 ; 79.51 ; 96.74
606 ; 10 ; 996.02 ; 66.07 ; 94.70
192 ; 25 ; 794.74 ; 81.33 ; 97.39
288 ; 14 ; 1090.39 ; 78.06 ; 95.04
193 ; 32 ; 454.31 ; 81.85 ; 99.05
1282 ; 142 ; 2332.99 ; 21.99 ; 72.32
1107 ; 74 ; 900.49 ; 40.56 ; 92.05
976 ; 128 ; 3382.20 ; 26.42 ; 51.67
81 ; 6 ; 127.40 ; 91.08 ; 99.91
99 ; 11 ; 88.32 ; 90.13 ; 99.93
276 ; 29 ; 988.27 ; 76.51 ; 95.90
714 ; 43 ; 995.48 ; 56.53 ; 94.15
450 ; 47 ; 2152.94 ; 60.72 ; 81.15
144 ; 2 ; 10.45 ; 90.40 ; 99.92
1022 ; 155 ; 3251.41 ; 23.22 ; 54.66
753 ; 69 ; 602.85 ; 51.24 ; 96.36
272 ; 34 ; 493.88 ; 78.43 ; 98.76
155 ; 19 ; 1219.98 ; 81.35 ; 94.11
168 ; 26 ; 512.19 ; 83.50 ; 98.87
155 ; 20 ; 388.69 ; 85.60 ; 99.32
411 ; 57 ; 2153.18 ; 59.99 ; 81.27
228 ; 46 ; 810.56 ; 75.74 ; 97.23
131 ; 14 ; 875.30 ; 84.63 ; 96.95
332 ; 75 ; 490.23 ; 66.65 ; 98.61
580 ; 133 ; 1783.22 ; 40.92 ; 86.23
367 ; 36 ; 1110.28 ; 70.81 ; 94.67
902 ; 117 ; 3397.39 ; 29.45 ; 51.82
251 ; 34 ; 1607.51 ; 73.65 ; 89.68
849 ; 117 ; 1268.18 ; 36.51 ; 90.87
910 ; 147 ; 3536.07 ; 25.77 ; 47.98
206 ; 46 ; 1001.39 ; 75.47 ; 95.92
556 ; 107 ; 842.37 ; 49.52 ; 95.99
291 ; 23 ; 831.67 ; 77.85 ; 96.97
560 ; 80 ; 3272.88 ; 46.41 ; 57.03
442 ; 31 ; 1088.35 ; 68.72 ; 94.62
420 ; 135 ; 2264.62 ; 45.74 ; 79.26
584 ; 66 ; 941.42 ; 55.82 ; 95.20
113 ; 6 ; 161.42 ; 89.95 ; 99.85
239 ; 62 ; 1345.03 ; 68.81 ; 92.72
203 ; 55 ; 425.10 ; 76.54 ; 99.12
466 ; 74 ; 2700.06 ; 52.44 ; 70.73
427 ; 30 ; 948.22 ; 70.26 ; 95.78
109 ; 13 ; 1187.91 ; 83.80 ; 94.46
322 ; 9 ; 2302.06 ; 72.69 ; 78.95
317 ; 78 ; 963.74 ; 64.08 ; 95.97
230 ; 24 ; 898.18 ; 79.65 ; 96.65
341 ; 25 ; 654.86 ; 76.42 ; 97.87
233 ; 73 ; 1635.67 ; 65.26 ; 89.35
193 ; 24 ; 377.63 ; 83.72 ; 99.30
409 ; 51 ; 221.84 ; 70.33 ; 99.15
185 ; 7 ; 956.23 ; 83.39 ; 96.30
286 ; 47 ; 334.67 ; 75.86 ; 99.24
161 ; 10 ; 170.57 ; 87.95 ; 99.79
214 ; 1 ; 121.93 ; 88.28 ; 99.76
395 ; 69 ; 1427.98 ; 60.43 ; 91.43
355 ; 98 ; 2616.39 ; 52.65 ; 72.81
298 ; 50 ; 704.12 ; 72.70 ; 97.71
624 ; 153 ; 1298.77 ; 39.51 ; 91.82
1025 ; 79 ; 1078.49 ; 40.07 ; 91.35
1133 ; 123 ; 3435.62 ; 24.14 ; 48.96
242 ; 32 ; 1022.68 ; 77.09 ; 95.69
654 ; 40 ; 1994.86 ; 54.92 ; 82.83
657 ; 140 ; 2372.53 ; 35.69 ; 76.32
294 ; 8 ; 1795.89 ; 75.51 ; 87.10
243 ; 42 ; 130.61 ; 79.70 ; 99.70
221 ; 48 ; 1297.57 ; 73.00 ; 93.24
608 ; 126 ; 3130.64 ; 37.43 ; 60.32
294 ; 52 ; 646.90 ; 72.70 ; 98.02
1018 ; 71 ; 2221.25 ; 37.40 ; 76.72
357 ; 74 ; 862.86 ; 63.78 ; 96.58
332 ; 76 ; 447.35 ; 66.67 ; 98.77
954 ; 162 ; 1712.72 ; 27.75 ; 84.93
366 ; 133 ; 1787.10 ; 49.69 ; 86.97
67 ; 6 ; 348.53 ; 90.89 ; 99.51
742 ; 88 ; 1136.55 ; 44.79 ; 92.79
835 ; 13 ; 471.38 ; 61.36 ; 96.42
931 ; 188 ; 1208.73 ; 29.02 ; 90.79
210 ; 62 ; 621.37 ; 73.58 ; 98.31
204 ; 14 ; 74.60 ; 86.52 ; 99.82
624 ; 60 ; 1254.18 ; 54.20 ; 92.34
157 ; 6 ; 103.56 ; 88.96 ; 99.86
96 ; 12 ; 27.92 ; 90.44 ; 99.96
694 ; 32 ; 346.56 ; 62.93 ; 97.65
502 ; 52 ; 530.87 ; 64.61 ; 97.91
409 ; 53 ; 2183.06 ; 60.95 ; 80.77
389 ; 62 ; 1554.59 ; 61.82 ; 89.98
226 ; 24 ; 625.38 ; 81.27 ; 98.28
93 ; 3 ; 63.39 ; 91.48 ; 99.95
1105 ; 124 ; 3697.88 ; 24.16 ; 41.92
118 ; 3 ; 22.94 ; 90.97 ; 99.94
168 ; 9 ; 321.72 ; 87.12 ; 99.49
153 ; 16 ; 959.36 ; 83.24 ; 96.32
490 ; 63 ; 1083.26 ; 59.51 ; 94.48
347 ; 34 ; 993.94 ; 72.67 ; 95.68
984 ; 158 ; 3737.04 ; 23.14 ; 41.73
478 ; 25 ; 856.98 ; 69.53 ; 96.25
203 ; 58 ; 376.02 ; 76.08 ; 99.28
318 ; 16 ; 181.86 ; 81.33 ; 99.48
756 ; 48 ; 2239.46 ; 49.07 ; 78.23
182 ; 48 ; 983.02 ; 75.89 ; 96.10
443 ; 134 ; 1783.11 ; 46.35 ; 86.78
683 ; 57 ; 3065.67 ; 47.50 ; 61.56
577 ; 88 ; 1172.26 ; 50.25 ; 93.32
236 ; 22 ; 192.44 ; 83.49 ; 99.64
481 ; 99 ; 1164.95 ; 52.14 ; 93.77
114 ; 6 ; 825.39 ; 86.44 ; 97.30
275 ; 21 ; 767.50 ; 79.14 ; 97.41
204 ; 60 ; 641.05 ; 74.14 ; 98.22
312 ; 42 ; 1072.97 ; 72.05 ; 95.13
204 ; 66 ; 1186.79 ; 69.83 ; 94.33
278 ; 32 ; 1349.46 ; 74.09 ; 92.60
135 ; 14 ; 105.88 ; 88.57 ; 99.88
543 ; 33 ; 3453.67 ; 57.40 ; 52.38
415 ; 11 ; 430.33 ; 76.69 ; 98.61
929 ; 146 ; 4295.95 ; 24.64 ; 24.67
830 ; 196 ; 2274.55 ; 27.12 ; 77.01
1195 ; 190 ; 1718.34 ; 21.94 ; 82.79
711 ; 18 ; 534.25 ; 63.86 ; 96.92
928 ; 24 ; 520.03 ; 57.11 ; 95.59
266 ; 21 ; 791.35 ; 79.36 ; 97.28
149 ; 13 ; 185.75 ; 87.86 ; 99.78
1135 ; 81 ; 2190.58 ; 33.34 ; 76.26
71 ; 5 ; 26.62 ; 92.33 ; 99.98
451 ; 43 ; 3475.53 ; 59.07 ; 52.15
433 ; 34 ; 1790.81 ; 65.47 ; 86.77
238 ; 27 ; 1067.41 ; 77.93 ; 95.34
1214 ; 128 ; 3832.73 ; 21.80 ; 36.97
504 ; 97 ; 1472.80 ; 50.09 ; 90.52
289 ; 35 ; 395.50 ; 78.08 ; 99.06
940 ; 148 ; 1233.59 ; 31.14 ; 90.54
545 ; 27 ; 1030.34 ; 65.52 ; 94.70
243 ; 67 ; 1877.96 ; 65.33 ; 86.01
309 ; 50 ; 1861.48 ; 66.86 ; 86.12
122 ; 21 ; 119.94 ; 87.75 ; 99.88
289 ; 74 ; 1589.08 ; 63.09 ; 89.82
705 ; 123 ; 2787.96 ; 35.08 ; 67.73
339 ; 49 ; 1446.91 ; 67.47 ; 91.39
223 ; 3 ; 74.81 ; 87.29 ; 99.78
204 ; 20 ; 1478.52 ; 78.36 ; 91.32
748 ; 154 ; 3813.35 ; 29.20 ; 41.08
335 ; 99 ; 842.54 ; 59.98 ; 96.76
454 ; 75 ; 2056.67 ; 54.33 ; 82.70
901 ; 188 ; 4140.72 ; 22.79 ; 29.91
150 ; 10 ; 176.70 ; 88.26 ; 99.79
171 ; 26 ; 1108.81 ; 80.20 ; 95.09
186 ; 24 ; 150.56 ; 85.06 ; 99.77
261 ; 85 ; 1097.57 ; 64.14 ; 95.01
704 ; 68 ; 1385.70 ; 48.98 ; 90.57
565 ; 75 ; 523.88 ; 56.83 ; 97.67
526 ; 62 ; 2454.57 ; 53.22 ; 75.44
964 ; 123 ; 4123.54 ; 26.47 ; 30.09
677 ; 139 ; 3034.49 ; 33.76 ; 62.27
1156 ; 20 ; 1419.29 ; 48.89 ; 86.95
563 ; 85 ; 798.67 ; 53.31 ; 96.25
401 ; 44 ; 486.10 ; 71.00 ; 98.45
597 ; 138 ; 1227.58 ; 42.14 ; 92.67
83 ; 11 ; 525.97 ; 88.36 ; 98.90
164 ; 20 ; 963.16 ; 82.20 ; 96.28
219 ; 59 ; 438.78 ; 74.97 ; 99.05
121 ; 15 ; 968.06 ; 84.31 ; 96.29
544 ; 106 ; 2749.90 ; 43.17 ; 69.35
132 ; 3 ; 62.30 ; 90.32 ; 99.92
706 ; 182 ; 2909.61 ; 30.02 ; 64.95
508 ; 33 ; 794.21 ; 67.15 ; 96.53
160 ; 27 ; 510.97 ; 83.60 ; 98.88
55 ; 4 ; 157.80 ; 93.14 ; 99.89
350 ; 46 ; 1081.04 ; 69.47 ; 94.96
797 ; 137 ; 1375.51 ; 35.09 ; 90.08
445 ; 25 ; 1149.62 ; 69.40 ; 94.08
536 ; 50 ; 846.04 ; 61.97 ; 96.08
214 ; 16 ; 571.39 ; 83.31 ; 98.55
119 ; 13 ; 988.10 ; 84.52 ; 96.14
756 ; 202 ; 2048.69 ; 29.52 ; 81.27
263 ; 8 ; 1394.59 ; 78.32 ; 92.15
211 ; 82 ; 1307.84 ; 65.55 ; 93.14
212 ; 7 ; 15.23 ; 87.49 ; 99.82
384 ; 8 ; 30.65 ; 80.46 ; 99.42
187 ; 45 ; 696.88 ; 77.99 ; 97.96
194 ; 22 ; 1453.52 ; 78.46 ; 91.62
731 ; 61 ; 2875.46 ; 45.33 ; 65.70
92 ; 15 ; 305.00 ; 88.73 ; 99.60
452 ; 97 ; 1653.58 ; 51.50 ; 88.52
422 ; 40 ; 904.49 ; 68.72 ; 96.11
199 ; 61 ; 525.05 ; 74.71 ; 98.76
515 ; 33 ; 913.28 ; 66.22 ; 95.71
521 ; 83 ; 2682.65 ; 48.33 ; 70.88
279 ; 29 ; 1384.78 ; 74.45 ; 92.22
547 ; 104 ; 1265.47 ; 48.12 ; 92.55
757 ; 175 ; 3215.59 ; 28.27 ; 57.37
292 ; 28 ; 2566.60 ; 70.30 ; 74.00
304 ; 47 ; 2223.89 ; 66.68 ; 80.37
415 ; 18 ; 2120.35 ; 67.99 ; 81.81
623 ; 143 ; 1186.86 ; 40.92 ; 92.92
326 ; 82 ; 1609.16 ; 59.83 ; 89.47
306 ; 63 ; 844.84 ; 68.51 ; 96.84
535 ; 71 ; 1479.29 ; 53.91 ; 90.34
196 ; 59 ; 638.76 ; 74.67 ; 98.25
806 ; 108 ; 1845.09 ; 36.56 ; 84.16
799 ; 191 ; 1589.68 ; 30.47 ; 87.53
589 ; 185 ; 2198.94 ; 35.51 ; 79.68
459 ; 58 ; 2835.45 ; 56.14 ; 67.85
464 ; 95 ; 809.44 ; 55.37 ; 96.57
174 ; 13 ; 42.13 ; 87.85 ; 99.87
420 ; 17 ; 368.52 ; 75.95 ; 98.78
903 ; 119 ; 2791.73 ; 30.15 ; 66.41
608 ; 25 ; 858.09 ; 64.42 ; 95.69
105 ; 16 ; 321.06 ; 88.10 ; 99.55
719 ; 25 ; 141.46 ; 64.43 ; 97.91
390 ; 67 ; 1881.32 ; 59.34 ; 85.60
425 ; 15 ; 101.68 ; 77.42 ; 99.26
366 ; 16 ; 149.14 ; 79.47 ; 99.39
634 ; 126 ; 3586.01 ; 35.88 ; 48.28
385 ; 86 ; 828.35 ; 60.28 ; 96.72
750 ; 133 ; 2865.17 ; 32.30 ; 65.76
914 ; 133 ; 2568.25 ; 28.65 ; 70.98
656 ; 15 ; 93.83 ; 68.43 ; 98.29
301 ; 39 ; 2564.63 ; 67.80 ; 74.02
1034 ; 159 ; 1098.78 ; 29.13 ; 91.03
50 ; 5 ; 39.60 ; 94.13 ; 99.98
92 ; 8 ; 30.21 ; 91.06 ; 99.96
571 ; 87 ; 452.07 ; 54.50 ; 97.90
572 ; 34 ; 1010.04 ; 63.30 ; 94.75
210 ; 18 ; 438.02 ; 83.83 ; 99.08
588 ; 157 ; 1115.50 ; 41.43 ; 93.71
440 ; 9 ; 31.70 ; 77.96 ; 99.24
199 ; 57 ; 702.09 ; 74.69 ; 97.91
150 ; 45 ; 807.76 ; 78.59 ; 97.36
1034 ; 158 ; 1492.98 ; 27.35 ; 87.06
518 ; 33 ; 834.32 ; 66.52 ; 96.24
535 ; 25 ; 418.19 ; 69.57 ; 98.20
285 ; 6 ; 320.20 ; 83.32 ; 99.28
543 ; 89 ; 2958.14 ; 45.74 ; 64.73
718 ; 126 ; 1866.61 ; 36.66 ; 84.36
1355 ; 163 ; 2033.51 ; 20.35 ; 76.64
144 ; 42 ; 602.64 ; 80.61 ; 98.50
302 ; 52 ; 705.70 ; 72.05 ; 97.69
481 ; 99 ; 930.73 ; 53.34 ; 95.69
192 ; 59 ; 1203.94 ; 71.82 ; 94.20
305 ; 44 ; 2619.75 ; 66.41 ; 72.90
520 ; 101 ; 1567.04 ; 48.37 ; 89.34
675 ; 41 ; 1796.25 ; 54.64 ; 85.65
198 ; 4 ; 31.46 ; 88.25 ; 99.84
449 ; 61 ; 901.39 ; 62.65 ; 96.04
524 ; 7 ; 846.03 ; 70.39 ; 96.14
168 ; 26 ; 512.34 ; 83.50 ; 98.86
383 ; 116 ; 1016.31 ; 54.51 ; 95.35
1265 ; 18 ; 1365.14 ; 47.90 ; 86.51
600 ; 27 ; 1594.35 ; 60.80 ; 88.69
364 ; 40 ; 1538.96 ; 68.12 ; 90.25
894 ; 39 ; 118.42 ; 57.08 ; 96.83
764 ; 138 ; 1425.58 ; 35.68 ; 89.74
540 ; 18 ; 298.41 ; 71.16 ; 98.52
156 ; 44 ; 487.65 ; 80.41 ; 98.97
568 ; 6 ; 435.03 ; 71.04 ; 98.01
179 ; 4 ; 626.97 ; 85.77 ; 98.34
1030 ; 23 ; 1171.96 ; 51.71 ; 90.52
234 ; 19 ; 957.22 ; 80.03 ; 96.22
1052 ; 212 ; 1827.71 ; 23.00 ; 82.50
96 ; 25 ; 885.16 ; 83.83 ; 96.91
222 ; 54 ; 128.25 ; 77.61 ; 99.73
698 ; 54 ; 158.50 ; 58.82 ; 97.99
1053 ; 73 ; 2696.02 ; 35.18 ; 67.35
