dom ; request ; size ; historical ; lsh_knn
582.0 ; 67.0 ; 1398.8477 ; 53.41 ; 63.01
771.0 ; 45.0 ; 109.15625 ; 58.99 ; 69.81
669.0 ; 65.0 ; 1797.6006 ; 49.16 ; 65.03
94.0 ; 2.0 ; 11.77832 ; 91.88 ; 71.36
1442.0 ; 99.0 ; 3727.4531 ; 23.33 ; 64.21
84.0 ; 13.0 ; 19.344727 ; 90.72 ; 65.08
84.0 ; 13.0 ; 19.348633 ; 90.72 ; 65.08
200.0 ; 25.0 ; 1114.0176 ; 79.37 ; 70.19
800.0 ; 251.0 ; 1240.4316 ; 30.31 ; 53.97
77.0 ; 5.0 ; 11.725586 ; 92.00 ; 69.38
503.0 ; 92.0 ; 6421.17 ; 44.13 ; 73.00
435.0 ; 22.0 ; 177.5 ; 75.42 ; 63.48
288.0 ; 42.0 ; 947.27734 ; 73.67 ; 65.81
1381.0 ; 476.0 ; 2815.245 ; 14.23 ; 57.77
3719.0 ; 484.0 ; 5699.4814 ; 5.64 ; 56.56
2144.0 ; 114.0 ; 3297.9365 ; 17.65 ; 57.92
8.0 ; 1.0 ; 10.712891 ; 97.86 ; 53.73
670.0 ; 41.0 ; 2217.5557 ; 53.49 ; 66.28
705.0 ; 112.0 ; 3626.3516 ; 35.30 ; 69.45
399.0 ; 74.0 ; 872.20996 ; 61.95 ; 61.87
1090.0 ; 47.0 ; 2690.0957 ; 40.63 ; 64.11
2032.0 ; 509.0 ; 1552.5391 ; 13.61 ; 48.35
127.0 ; 23.0 ; 5951.7627 ; 73.61 ; 71.60
1473.0 ; 146.0 ; 2288.9688 ; 19.62 ; 57.77
613.0 ; 110.0 ; 444.08105 ; 49.14 ; 52.28
2717.0 ; 286.0 ; 5100.631 ; 6.03 ; 60.26
670.0 ; 117.0 ; 1145.7031 ; 42.41 ; 57.65
654.0 ; 100.0 ; 1072.3115 ; 45.84 ; 57.14
2048.0 ; 19.0 ; 1039.5391 ; 43.73 ; 59.42
53.0 ; 10.0 ; 712.50586 ; 89.66 ; 73.30
1152.0 ; 34.0 ; 310.30078 ; 52.20 ; 67.20
3345.0 ; 31.0 ; 5604.034 ; 31.32 ; 57.10
172.0 ; 20.0 ; 262.8369 ; 85.67 ; 56.96
65.0 ; 48.0 ; 6996.673 ; 70.63 ; 72.11
18.0 ; 6.0 ; 188.50781 ; 94.99 ; 71.59
310.0 ; 30.0 ; 211.77148 ; 79.09 ; 55.49
1084.0 ; 107.0 ; 764.84863 ; 35.54 ; 55.23
2046.0 ; 76.0 ; 25121.846 ; 21.95 ; 70.75
810.0 ; 65.0 ; 1630.4756 ; 45.52 ; 61.76
3004.0 ; 227.0 ; 1414.9736 ; 13.84 ; 60.29
1288.0 ; 438.0 ; 6209.747 ; 12.43 ; 67.54
29.0 ; 4.0 ; 112.3457 ; 95.06 ; 67.65
5236.0 ; 53.0 ; 3448.6543 ; 28.15 ; 56.04
1904.0 ; 24.0 ; 239.42969 ; 47.67 ; 70.65
1461.0 ; 85.0 ; 2699.7266 ; 27.21 ; 60.60
3090.0 ; 78.0 ; 982.57227 ; 29.77 ; 66.17
111.0 ; 7.0 ; 46.015625 ; 90.53 ; 63.58
719.0 ; 42.0 ; 940.6582 ; 56.90 ; 54.80
521.0 ; 35.0 ; 1557.7041 ; 62.49 ; 66.05
1277.0 ; 44.0 ; 2453.5342 ; 39.11 ; 61.76
3263.0 ; 861.0 ; 2728.2002 ; 8.35 ; 47.53
3617.0 ; 69.0 ; 2414.9844 ; 26.20 ; 57.44
47.0 ; 4.0 ; 331.65234 ; 93.02 ; 70.08
584.0 ; 30.0 ; 213.6709 ; 67.80 ; 64.21
1341.0 ; 33.0 ; 1551.1582 ; 43.59 ; 52.73
1016.0 ; 172.0 ; 403.37598 ; 32.32 ; 60.63
244.0 ; 40.0 ; 12.0078125 ; 80.77 ; 69.42
941.0 ; 43.0 ; 277.4375 ; 54.32 ; 66.45
705.0 ; 145.0 ; 1931.7129 ; 34.88 ; 63.81
579.0 ; 12.0 ; 673.3047 ; 68.57 ; 52.53
680.0 ; 84.0 ; 5875.8438 ; 39.24 ; 72.15
996.0 ; 46.0 ; 743.23047 ; 50.01 ; 54.67
1776.0 ; 702.0 ; 1928.4756 ; 13.16 ; 43.16
1593.0 ; 9.0 ; 6064.6855 ; 38.75 ; 65.88
973.0 ; 103.0 ; 2550.6133 ; 31.35 ; 63.81
126.0 ; 36.0 ; 1447.8975 ; 78.07 ; 71.88
2735.0 ; 160.0 ; 1767.456 ; 15.29 ; 57.37
2297.0 ; 177.0 ; 334.95605 ; 21.93 ; 69.62
1892.0 ; 201.0 ; 10448.626 ; 9.01 ; 69.30
82.0 ; 12.0 ; 4031.539 ; 77.81 ; 71.60
638.0 ; 25.0 ; 1502.1123 ; 60.21 ; 64.22
1236.0 ; 103.0 ; 966.2207 ; 32.70 ; 53.36
2988.0 ; 147.0 ; 1990.6025 ; 15.47 ; 56.87
1993.0 ; 135.0 ; 1065.5664 ; 22.31 ; 59.88
1437.0 ; 431.0 ; 1602.3359 ; 17.04 ; 45.15
1259.0 ; 150.0 ; 15018.272 ; 17.01 ; 71.31
1198.0 ; 244.0 ; 10771.413 ; 13.91 ; 71.88
953.0 ; 142.0 ; 8016.198 ; 22.92 ; 71.41
1825.0 ; 142.0 ; 2776.624 ; 16.42 ; 57.39
202.0 ; 3.0 ; 112.26172 ; 87.78 ; 61.33
1039.0 ; 133.0 ; 979.93066 ; 31.89 ; 48.14
318.0 ; 35.0 ; 1239.0068 ; 72.42 ; 67.85
665.0 ; 5.0 ; 62.75293 ; 69.58 ; 70.41
4.0 ; 1.0 ; 14.69043 ; 98.05 ; 66.70
1339.0 ; 21.0 ; 220.52051 ; 52.49 ; 70.87
58.0 ; 8.0 ; 172.89453 ; 92.29 ; 65.49
518.0 ; 182.0 ; 614.666 ; 45.31 ; 45.56
267.0 ; 11.0 ; 847.8789 ; 80.53 ; 66.53
633.0 ; 174.0 ; 1692.6016 ; 36.09 ; 62.89
536.0 ; 38.0 ; 1029.0635 ; 63.74 ; 61.83
749.0 ; 183.0 ; 1094.0137 ; 34.53 ; 52.94
70.0 ; 18.0 ; 148.5459 ; 89.93 ; 60.21
300.0 ; 67.0 ; 123.36914 ; 71.59 ; 58.88
857.0 ; 18.0 ; 500.31543 ; 59.89 ; 59.55
1380.0 ; 163.0 ; 11237.43 ; 14.72 ; 71.91
860.0 ; 60.0 ; 278.56152 ; 52.18 ; 65.26
943.0 ; 18.0 ; 4420.6777 ; 46.96 ; 67.28
465.0 ; 49.0 ; 263.83496 ; 68.24 ; 57.85
963.0 ; 21.0 ; 1760.5088 ; 50.82 ; 59.23
4882.0 ; 670.0 ; 8846.733 ; 4.81 ; 58.80
157.0 ; 2.0 ; 51.6875 ; 89.77 ; 65.96
4436.0 ; 237.0 ; 1543.7979 ; 13.06 ; 64.64
619.0 ; 115.0 ; 2342.4873 ; 40.03 ; 67.27
416.0 ; 10.0 ; 388.9004 ; 76.99 ; 49.94
82.0 ; 6.0 ; 648.8877 ; 88.36 ; 69.88
1086.0 ; 163.0 ; 3307.871 ; 21.33 ; 65.96
1271.0 ; 225.0 ; 2489.5146 ; 17.46 ; 59.76
1444.0 ; 14.0 ; 360.87988 ; 51.75 ; 66.80
459.0 ; 13.0 ; 265.83398 ; 75.40 ; 60.01
374.0 ; 32.0 ; 393.12793 ; 75.14 ; 48.59
86.0 ; 24.0 ; 1093.6885 ; 83.20 ; 73.01
2069.0 ; 335.0 ; 3765.501 ; 8.59 ; 59.57
59.0 ; 8.0 ; 4881.1826 ; 79.34 ; 72.85
1318.0 ; 44.0 ; 2380.8506 ; 38.83 ; 60.06
2139.0 ; 310.0 ; 2979.584 ; 9.40 ; 54.39
9610.0 ; 199.0 ; 3116.17 ; 9.87 ; 66.77
1644.0 ; 546.0 ; 2009.8838 ; 13.94 ; 47.76
152.0 ; 36.0 ; 1020.4971 ; 79.37 ; 70.80
1310.0 ; 103.0 ; 1630.0859 ; 28.75 ; 53.23
4769.0 ; 348.0 ; 5825.999 ; 5.66 ; 53.03
51.0 ; 1.0 ; 20.638672 ; 95.37 ; 63.65
819.0 ; 142.0 ; 4380.1826 ; 27.67 ; 69.61
773.0 ; 53.0 ; 1857.4072 ; 48.56 ; 64.64
339.0 ; 110.0 ; 763.2363 ; 58.54 ; 60.15
2533.0 ; 613.0 ; 5172.375 ; 5.83 ; 59.77
1461.0 ; 293.0 ; 2282.002 ; 14.62 ; 54.96
1427.0 ; 153.0 ; 19896.854 ; 14.88 ; 71.22
2462.0 ; 118.0 ; 5166.8916 ; 14.26 ; 62.65
209.0 ; 4.0 ; 132.875 ; 87.29 ; 58.05
595.0 ; 45.0 ; 28.838867 ; 65.27 ; 71.26
1094.0 ; 108.0 ; 12429.188 ; 24.29 ; 70.80
75.0 ; 3.0 ; 20.43164 ; 92.26 ; 66.84
36.0 ; 17.0 ; 4472.662 ; 80.04 ; 72.15
725.0 ; 124.0 ; 1171.1621 ; 39.63 ; 56.77
535.0 ; 28.0 ; 1410.3955 ; 63.87 ; 64.16
314.0 ; 43.0 ; 3546.668 ; 64.77 ; 71.71
1183.0 ; 71.0 ; 3283.5088 ; 32.48 ; 65.78
250.0 ; 35.0 ; 1613.0879 ; 73.45 ; 70.83
211.0 ; 32.0 ; 1051.6221 ; 78.03 ; 69.45
3254.0 ; 781.0 ; 11358.984 ; 4.75 ; 66.23
1133.0 ; 31.0 ; 620.9824 ; 51.40 ; 60.33
2524.0 ; 270.0 ; 731.39746 ; 16.36 ; 64.67
3065.0 ; 367.0 ; 2257.4941 ; 9.66 ; 53.70
407.0 ; 30.0 ; 4435.1533 ; 62.64 ; 70.57
738.0 ; 103.0 ; 5516.547 ; 34.10 ; 70.72
208.0 ; 36.0 ; 1486.873 ; 75.27 ; 70.70
333.0 ; 63.0 ; 11921.91 ; 56.86 ; 72.63
800.0 ; 58.0 ; 672.41113 ; 52.16 ; 51.95
140.0 ; 30.0 ; 1295.8213 ; 79.50 ; 71.77
1708.0 ; 251.0 ; 1809.4062 ; 14.92 ; 47.33
137.0 ; 5.0 ; 35.640625 ; 90.07 ; 67.47
1508.0 ; 104.0 ; 932.33984 ; 29.84 ; 57.76
826.0 ; 28.0 ; 3718.5479 ; 48.73 ; 67.03
41.0 ; 5.0 ; 66.694336 ; 94.56 ; 57.73
850.0 ; 222.0 ; 820.6865 ; 31.76 ; 44.61
560.0 ; 90.0 ; 2406.2285 ; 46.04 ; 67.88
35.0 ; 6.0 ; 778.8633 ; 90.99 ; 71.95
851.0 ; 18.0 ; 539.80273 ; 59.82 ; 58.69
1014.0 ; 80.0 ; 2965.251 ; 33.98 ; 65.18
84.0 ; 3.0 ; 32.947266 ; 91.93 ; 64.09
692.0 ; 216.0 ; 55.154297 ; 40.54 ; 65.57
1906.0 ; 380.0 ; 1389.8115 ; 14.84 ; 51.49
771.0 ; 109.0 ; 656.31836 ; 42.98 ; 50.61
36.0 ; 6.0 ; 552.8447 ; 92.18 ; 71.79
2847.0 ; 44.0 ; 4795.959 ; 29.09 ; 57.43
1980.0 ; 476.0 ; 9842.504 ; 6.74 ; 68.79
1314.0 ; 315.0 ; 2883.0098 ; 14.92 ; 60.30
1084.0 ; 53.0 ; 1863.5635 ; 41.47 ; 59.78
850.0 ; 87.0 ; 1179.8613 ; 41.75 ; 55.22
749.0 ; 59.0 ; 954.22754 ; 51.83 ; 53.42
2866.0 ; 565.0 ; 12831.846 ; 4.85 ; 68.45
1450.0 ; 254.0 ; 6113.341 ; 11.30 ; 67.74
809.0 ; 12.0 ; 886.3379 ; 59.94 ; 52.47
773.0 ; 219.0 ; 441.33203 ; 36.00 ; 54.43
601.0 ; 90.0 ; 3874.2207 ; 42.15 ; 70.55
133.0 ; 32.0 ; 1988.2422 ; 76.63 ; 73.02
2521.0 ; 71.0 ; 634.41797 ; 33.11 ; 68.29
257.0 ; 85.0 ; 1105.2734 ; 64.25 ; 67.30
4199.0 ; 221.0 ; 4034.2217 ; 8.11 ; 47.96
201.0 ; 28.0 ; 1148.2793 ; 78.61 ; 69.81
415.0 ; 154.0 ; 5213.2314 ; 40.54 ; 71.88
4733.0 ; 216.0 ; 7036.2285 ; 6.73 ; 57.13
817.0 ; 33.0 ; 595.7412 ; 57.78 ; 55.61
273.0 ; 2.0 ; 75.16113 ; 85.53 ; 65.61
848.0 ; 311.0 ; 17362.115 ; 19.83 ; 73.02
547.0 ; 96.0 ; 7841.8105 ; 41.18 ; 71.91
1190.0 ; 277.0 ; 3318.5635 ; 15.95 ; 63.91
1830.0 ; 182.0 ; 2755.4492 ; 13.72 ; 56.53
698.0 ; 27.0 ; 2345.0254 ; 55.01 ; 65.95
280.0 ; 44.0 ; 535.0049 ; 75.75 ; 59.81
3288.0 ; 68.0 ; 1106.4277 ; 31.27 ; 65.90
2037.0 ; 34.0 ; 1921.125 ; 37.32 ; 51.32
564.0 ; 56.0 ; 502.4707 ; 61.35 ; 49.57
6304.0 ; 1641.0 ; 17951.09 ; 4.32 ; 63.72
857.0 ; 212.0 ; 1641.9336 ; 27.88 ; 58.70
1252.0 ; 204.0 ; 875.84375 ; 24.38 ; 53.80
730.0 ; 62.0 ; 1160.6445 ; 50.66 ; 57.55
549.0 ; 125.0 ; 2792.0674 ; 40.34 ; 69.30
1506.0 ; 615.0 ; 26642.535 ; 9.43 ; 73.40
1781.0 ; 385.0 ; 3129.1885 ; 10.52 ; 57.40
1023.0 ; 108.0 ; 2205.918 ; 30.46 ; 62.11
547.0 ; 20.0 ; 799.0488 ; 67.87 ; 56.56
553.0 ; 13.0 ; 715.69336 ; 69.19 ; 54.14
683.0 ; 14.0 ; 277.18457 ; 66.71 ; 64.47
628.0 ; 121.0 ; 1023.8965 ; 44.00 ; 56.66
1345.0 ; 21.0 ; 844.05664 ; 49.12 ; 59.58
1483.0 ; 218.0 ; 6087.8457 ; 11.82 ; 68.26
1122.0 ; 24.0 ; 608.51953 ; 52.92 ; 61.24
244.0 ; 23.0 ; 222.76953 ; 82.88 ; 49.86
1565.0 ; 666.0 ; 1438.3164 ; 16.60 ; 41.40
784.0 ; 112.0 ; 836.125 ; 41.22 ; 48.04
2549.0 ; 74.0 ; 2101.4512 ; 25.96 ; 54.16
3840.0 ; 269.0 ; 2852.0889 ; 8.62 ; 54.70
1692.0 ; 349.0 ; 4386.294 ; 9.78 ; 63.07
739.0 ; 124.0 ; 2628.6436 ; 34.21 ; 66.22
1120.0 ; 243.0 ; 5229.5664 ; 16.10 ; 68.07
646.0 ; 75.0 ; 3008.0576 ; 44.72 ; 68.68
1562.0 ; 343.0 ; 2038.9258 ; 14.54 ; 51.53
709.0 ; 133.0 ; 2079.6768 ; 35.46 ; 64.51
914.0 ; 141.0 ; 8037.3164 ; 23.91 ; 71.48
990.0 ; 90.0 ; 1623.7334 ; 36.06 ; 58.29
897.0 ; 273.0 ; 764.4551 ; 29.84 ; 45.65
1116.0 ; 43.0 ; 559.4541 ; 49.54 ; 61.94
1470.0 ; 88.0 ; 3830.6309 ; 24.91 ; 65.06
1255.0 ; 15.0 ; 1441.5918 ; 48.16 ; 50.56
4296.0 ; 291.0 ; 3174.2324 ; 7.84 ; 55.12
399.0 ; 28.0 ; 881.5576 ; 72.18 ; 62.32
998.0 ; 11.0 ; 210.44531 ; 59.24 ; 67.93
8.0 ; 2.0 ; 116.7959 ; 96.41 ; 72.82
326.0 ; 5.0 ; 288.96582 ; 81.93 ; 53.48
48.0 ; 21.0 ; 658.7119 ; 88.77 ; 72.42
557.0 ; 188.0 ; 13951.912 ; 31.70 ; 73.52
130.0 ; 17.0 ; 2081.9316 ; 79.05 ; 71.25
328.0 ; 16.0 ; 1039.8164 ; 76.39 ; 67.28
170.0 ; 1.0 ; 8.003906 ; 90.42 ; 71.56
1430.0 ; 93.0 ; 3057.2676 ; 25.40 ; 62.54
29.0 ; 5.0 ; 46.813477 ; 95.31 ; 56.27
1751.0 ; 168.0 ; 3629.1826 ; 13.59 ; 61.84
1839.0 ; 33.0 ; 3182.0596 ; 35.39 ; 57.93
337.0 ; 17.0 ; 368.47168 ; 79.46 ; 51.77
311.0 ; 29.0 ; 444.0918 ; 78.07 ; 55.56
32.0 ; 3.0 ; 595.45996 ; 92.54 ; 71.42
522.0 ; 71.0 ; 2950.6455 ; 50.28 ; 69.66
1848.0 ; 83.0 ; 1459.4082 ; 28.74 ; 53.71
76.0 ; 12.0 ; 210.60449 ; 90.04 ; 64.32
866.0 ; 53.0 ; 331.74512 ; 53.45 ; 63.43
5215.0 ; 1011.0 ; 23958.125 ; 4.59 ; 68.74
80.0 ; 7.0 ; 39.004883 ; 91.49 ; 60.45
786.0 ; 88.0 ; 6343.75 ; 35.08 ; 71.30
886.0 ; 265.0 ; 1920.7275 ; 25.03 ; 59.78
1736.0 ; 241.0 ; 1896.3057 ; 14.62 ; 48.71
6213.0 ; 240.0 ; 2403.2852 ; 10.21 ; 64.17
2331.0 ; 17.0 ; 175.35059 ; 47.57 ; 71.13
1796.0 ; 449.0 ; 2550.3926 ; 11.45 ; 52.87
1109.0 ; 174.0 ; 5787.218 ; 18.34 ; 69.27
846.0 ; 31.0 ; 799.4492 ; 56.23 ; 50.40
94.0 ; 3.0 ; 168.18945 ; 90.86 ; 59.92
172.0 ; 12.0 ; 573.2344 ; 85.27 ; 67.15
1013.0 ; 204.0 ; 3913.9043 ; 19.89 ; 67.22
1050.0 ; 168.0 ; 7734.792 ; 19.09 ; 71.54
2483.0 ; 180.0 ; 3564.046 ; 10.18 ; 56.62
928.0 ; 228.0 ; 3165.254 ; 22.03 ; 65.71
1302.0 ; 329.0 ; 3013.3125 ; 14.85 ; 61.34
1729.0 ; 505.0 ; 2274.3389 ; 12.58 ; 50.01
586.0 ; 173.0 ; 1023.05176 ; 40.89 ; 56.88
3847.0 ; 219.0 ; 2223.043 ; 11.15 ; 59.50
170.0 ; 20.0 ; 971.5176 ; 81.96 ; 69.99
2773.0 ; 114.0 ; 3424.9268 ; 16.22 ; 53.83
179.0 ; 12.0 ; 194.83301 ; 86.97 ; 50.42
642.0 ; 23.0 ; 691.11914 ; 64.47 ; 50.84
1382.0 ; 46.0 ; 2237.4844 ; 38.00 ; 58.93
2319.0 ; 206.0 ; 1849.8242 ; 13.17 ; 52.09
1101.0 ; 36.0 ; 4144.1064 ; 40.87 ; 66.11
878.0 ; 192.0 ; 169.55273 ; 35.51 ; 64.81
1514.0 ; 44.0 ; 2991.6074 ; 35.59 ; 62.02
1451.0 ; 169.0 ; 958.459 ; 23.39 ; 55.26
1564.0 ; 435.0 ; 1368.6162 ; 17.03 ; 45.90
946.0 ; 43.0 ; 1408.8174 ; 48.35 ; 57.87
733.0 ; 8.0 ; 524.2803 ; 64.62 ; 54.61
1318.0 ; 45.0 ; 535.89746 ; 46.40 ; 63.40
324.0 ; 101.0 ; 1879.919 ; 55.41 ; 69.14
1657.0 ; 254.0 ; 881.0957 ; 19.45 ; 58.24
815.0 ; 20.0 ; 551.91797 ; 60.39 ; 57.53
149.0 ; 4.0 ; 72.11914 ; 89.63 ; 62.42
3488.0 ; 769.0 ; 3878.0352 ; 6.75 ; 47.35
4363.0 ; 789.0 ; 2700.4268 ; 8.44 ; 54.27
3213.0 ; 732.0 ; 3127.4785 ; 7.72 ; 45.07
549.0 ; 250.0 ; 13001.115 ; 30.21 ; 73.57
1366.0 ; 357.0 ; 2094.6611 ; 16.16 ; 54.83
270.0 ; 66.0 ; 2072.7383 ; 63.92 ; 70.54
180.0 ; 14.0 ; 453.17285 ; 85.39 ; 64.65
1037.0 ; 163.0 ; 8037.3145 ; 19.61 ; 71.04
321.0 ; 11.0 ; 277.63965 ; 81.42 ; 51.72
999.0 ; 323.0 ; 2885.495 ; 19.80 ; 63.17
130.0 ; 7.0 ; 337.78906 ; 88.46 ; 65.01
33.0 ; 3.0 ; 127.33887 ; 94.89 ; 67.86
1119.0 ; 268.0 ; 3546.6475 ; 16.96 ; 64.69
29.0 ; 1.0 ; 3.7460938 ; 96.78 ; 70.66
870.0 ; 185.0 ; 1319.2646 ; 30.07 ; 55.21
535.0 ; 150.0 ; 2742.1377 ; 38.46 ; 68.53
28.0 ; 2.0 ; 233.06445 ; 94.76 ; 69.90
1352.0 ; 235.0 ; 1573.3359 ; 19.19 ; 48.84
2233.0 ; 67.0 ; 2389.662 ; 27.65 ; 51.34
2527.0 ; 730.0 ; 5382.621 ; 5.64 ; 59.91
2019.0 ; 316.0 ; 1176.3105 ; 15.46 ; 57.01
3002.0 ; 47.0 ; 369.9629 ; 40.22 ; 71.67
2145.0 ; 161.0 ; 1659.3945 ; 16.84 ; 53.61
2.0 ; 1.0 ; 85.86133 ; 97.74 ; 72.43
653.0 ; 41.0 ; 746.41016 ; 60.32 ; 50.18
597.0 ; 63.0 ; 1568.8457 ; 53.06 ; 64.38
4113.0 ; 1323.0 ; 17467.14 ; 4.48 ; 67.56
2078.0 ; 136.0 ; 2347.1143 ; 17.03 ; 52.13
24.0 ; 2.0 ; 445.8213 ; 93.90 ; 71.79
530.0 ; 28.0 ; 497.6875 ; 68.80 ; 49.41
1569.0 ; 102.0 ; 1117.7412 ; 28.77 ; 55.04
1380.0 ; 211.0 ; 1679.2119 ; 18.98 ; 51.08
1095.0 ; 248.0 ; 15151.839 ; 15.40 ; 72.76
543.0 ; 161.0 ; 219.4043 ; 47.57 ; 57.79
1516.0 ; 324.0 ; 4379.4873 ; 11.08 ; 64.55
585.0 ; 32.0 ; 1055.6943 ; 62.95 ; 60.25
12.0 ; 1.0 ; 0.9404297 ; 98.53 ; 71.39
62.0 ; 4.0 ; 263.65918 ; 92.01 ; 69.27
3814.0 ; 74.0 ; 3461.4434 ; 23.26 ; 51.36
1547.0 ; 89.0 ; 10305.722 ; 22.13 ; 69.10
760.0 ; 35.0 ; 1922.9795 ; 52.79 ; 64.14
1282.0 ; 299.0 ; 3205.1973 ; 14.79 ; 62.24
1276.0 ; 157.0 ; 5288.7617 ; 17.24 ; 68.61
5234.0 ; 576.0 ; 10001.424 ; 4.85 ; 60.27
4767.0 ; 349.0 ; 1373.7373 ; 12.80 ; 65.85
9875.0 ; 528.0 ; 5799.7334 ; 5.56 ; 59.11
457.0 ; 11.0 ; 505.87988 ; 74.51 ; 52.23
100.0 ; 27.0 ; 6899.6885 ; 73.41 ; 72.85
1478.0 ; 448.0 ; 6815.1426 ; 10.17 ; 67.77
409.0 ; 112.0 ; 1391.332 ; 52.13 ; 65.16
424.0 ; 30.0 ; 1054.8135 ; 69.84 ; 64.28
2018.0 ; 98.0 ; 1718.4072 ; 24.28 ; 52.67
614.0 ; 109.0 ; 1737.9971 ; 42.90 ; 64.36
2459.0 ; 445.0 ; 6061.3096 ; 5.62 ; 63.10
324.0 ; 57.0 ; 1096.6855 ; 67.86 ; 65.83
3625.0 ; 28.0 ; 4546.911 ; 32.51 ; 51.85
257.0 ; 24.0 ; 651.3506 ; 79.97 ; 64.63
1347.0 ; 407.0 ; 970.1289 ; 21.04 ; 48.92
125.0 ; 10.0 ; 246.46777 ; 88.67 ; 60.74
1254.0 ; 74.0 ; 1047.0654 ; 37.58 ; 52.06
75.0 ; 20.0 ; 3838.29 ; 77.02 ; 71.60
2881.0 ; 448.0 ; 16233.589 ; 4.89 ; 69.65
534.0 ; 16.0 ; 1527.8301 ; 65.46 ; 64.00
494.0 ; 32.0 ; 3500.4785 ; 59.52 ; 69.38
2237.0 ; 95.0 ; 3227.6836 ; 20.33 ; 57.13
1770.0 ; 47.0 ; 3012.3936 ; 32.98 ; 60.28
1022.0 ; 276.0 ; 801.89746 ; 26.91 ; 48.80
1478.0 ; 80.0 ; 2355.5664 ; 28.90 ; 58.41
51.0 ; 15.0 ; 44.379883 ; 92.73 ; 45.74
900.0 ; 39.0 ; 706.37305 ; 53.87 ; 54.90
296.0 ; 2.0 ; 360.53125 ; 83.20 ; 50.92
1054.0 ; 33.0 ; 333.9297 ; 53.88 ; 66.28
634.0 ; 83.0 ; 2697.1543 ; 44.05 ; 68.36
135.0 ; 58.0 ; 16493.678 ; 65.21 ; 72.15
1647.0 ; 272.0 ; 1716.2588 ; 15.24 ; 47.08
486.0 ; 22.0 ; 2549.1523 ; 63.25 ; 68.04
1195.0 ; 164.0 ; 7634.119 ; 17.05 ; 70.38
1544.0 ; 406.0 ; 3373.4307 ; 11.87 ; 60.65
451.0 ; 12.0 ; 116.8584 ; 76.61 ; 67.65
4856.0 ; 109.0 ; 2615.9463 ; 18.29 ; 61.28
648.0 ; 143.0 ; 5116.073 ; 32.33 ; 71.16
153.0 ; 36.0 ; 1633.9121 ; 76.49 ; 72.42
1290.0 ; 48.0 ; 5198.832 ; 34.78 ; 66.62
434.0 ; 179.0 ; 631.583 ; 48.86 ; 50.34
1083.0 ; 45.0 ; 2042.1465 ; 42.82 ; 61.36
90.0 ; 291.0 ; 7097.256 ; 47.35 ; 73.60
790.0 ; 19.0 ; 1129.4473 ; 58.15 ; 56.98
710.0 ; 97.0 ; 8706.461 ; 35.19 ; 71.37
714.0 ; 239.0 ; 444.63184 ; 37.34 ; 50.68
313.0 ; 29.0 ; 695.9043 ; 76.62 ; 62.57
982.0 ; 127.0 ; 1217.5859 ; 32.48 ; 50.96
1952.0 ; 508.0 ; 2006.2021 ; 12.27 ; 44.19
3165.0 ; 134.0 ; 4277.1357 ; 12.86 ; 55.76
1875.0 ; 60.0 ; 2326.9336 ; 30.80 ; 53.58
2141.0 ; 158.0 ; 5261.582 ; 11.38 ; 63.94
5742.0 ; 1049.0 ; 3076.9902 ; 7.64 ; 57.01
22622.0 ; 1070.0 ; 6192.9365 ; 5.14 ; 66.57
661.0 ; 111.0 ; 2040.502 ; 39.94 ; 64.98
729.0 ; 11.0 ; 335.35352 ; 65.36 ; 64.08
3408.0 ; 90.0 ; 6437.09 ; 18.09 ; 62.10
2868.0 ; 715.0 ; 23896.244 ; 4.74 ; 71.49
1661.0 ; 199.0 ; 3141.501 ; 13.38 ; 60.80
3167.0 ; 122.0 ; 6255.825 ; 13.25 ; 61.76
667.0 ; 136.0 ; 1962.1631 ; 36.89 ; 64.45
4470.0 ; 627.0 ; 14842.311 ; 4.81 ; 66.46
995.0 ; 135.0 ; 1458.3301 ; 30.23 ; 55.55
611.0 ; 75.0 ; 1253.0156 ; 51.24 ; 60.90
249.0 ; 31.0 ; 185.28027 ; 81.41 ; 54.51
1367.0 ; 189.0 ; 773.4707 ; 24.36 ; 56.53
1273.0 ; 199.0 ; 8969.083 ; 14.04 ; 71.07
304.0 ; 7.0 ; 1240.4248 ; 77.57 ; 66.46
1649.0 ; 42.0 ; 2279.2783 ; 36.59 ; 55.64
388.0 ; 34.0 ; 51.039062 ; 75.94 ; 69.31
1524.0 ; 324.0 ; 4389.915 ; 11.02 ; 64.14
1210.0 ; 86.0 ; 544.4863 ; 38.40 ; 61.68
456.0 ; 70.0 ; 374.38965 ; 63.06 ; 50.98
355.0 ; 100.0 ; 2232.0713 ; 53.23 ; 69.38
41.0 ; 19.0 ; 353.92773 ; 91.14 ; 70.98
1583.0 ; 57.0 ; 376.80078 ; 41.89 ; 67.98
2023.0 ; 71.0 ; 1754.8086 ; 29.42 ; 52.91
1615.0 ; 37.0 ; 7075.1514 ; 33.54 ; 67.05
1390.0 ; 167.0 ; 3441.0361 ; 16.78 ; 63.70
1140.0 ; 250.0 ; 1988.8115 ; 20.17 ; 56.77
16434.0 ; 380.0 ; 578372.94 ; 4.06 ; 72.63
2674.0 ; 624.0 ; 2436.5547 ; 9.08 ; 46.33
3685.0 ; 585.0 ; 34914.72 ; 4.75 ; 72.17
1511.0 ; 323.0 ; 4169.923 ; 11.26 ; 63.89
250.0 ; 14.0 ; 1905.4209 ; 76.05 ; 69.65
