dom ; request ; size ; historical ; lsh_knn
2151.0 ; 106.0 ; 3747.7656 ; 18.19 ; 59.84
3561.0 ; 645.0 ; 19948.55 ; 4.78 ; 69.26
1366.0 ; 339.0 ; 5833.125 ; 11.72 ; 67.79
1569.0 ; 103.0 ; 5526.552 ; 20.32 ; 67.06
41.0 ; 3.0 ; 23.705078 ; 95.07 ; 58.86
1938.0 ; 434.0 ; 5885.836 ; 7.60 ; 64.69
137.0 ; 6.0 ; 81.331055 ; 89.68 ; 59.38
1103.0 ; 125.0 ; 2907.7568 ; 25.16 ; 64.37
2146.0 ; 352.0 ; 3051.042 ; 9.24 ; 54.63
1463.0 ; 64.0 ; 1764.5908 ; 34.31 ; 53.54
1531.0 ; 355.0 ; 2293.2705 ; 14.05 ; 54.14
115.0 ; 17.0 ; 2249.038 ; 79.03 ; 71.50
1227.0 ; 112.0 ; 2050.4072 ; 26.97 ; 58.62
718.0 ; 107.0 ; 4634.424 ; 34.68 ; 70.55
1622.0 ; 288.0 ; 582.06055 ; 20.74 ; 61.71
1007.0 ; 317.0 ; 974.38965 ; 26.15 ; 42.44
2181.0 ; 410.0 ; 7860.333 ; 6.10 ; 66.81
1709.0 ; 111.0 ; 792.52246 ; 28.13 ; 62.30
2317.0 ; 160.0 ; 2558.5361 ; 13.63 ; 50.89
686.0 ; 183.0 ; 1302.9004 ; 35.50 ; 58.23
31.0 ; 3.0 ; 26.72754 ; 95.58 ; 50.78
261.0 ; 97.0 ; 1631.6006 ; 59.50 ; 69.48
2085.0 ; 198.0 ; 3194.461 ; 11.28 ; 56.87
3865.0 ; 682.0 ; 12461.316 ; 4.79 ; 65.77
1675.0 ; 51.0 ; 741.6885 ; 40.68 ; 63.04
2585.0 ; 72.0 ; 5800.296 ; 21.96 ; 62.23
128.0 ; 23.0 ; 1241.7598 ; 81.38 ; 71.46
1365.0 ; 75.0 ; 1874.7783 ; 32.52 ; 55.35
1269.0 ; 247.0 ; 5374.501 ; 13.74 ; 67.75
1158.0 ; 276.0 ; 9377.829 ; 13.83 ; 71.60
2497.0 ; 82.0 ; 1453.458 ; 26.65 ; 58.91
2651.0 ; 105.0 ; 1916.8174 ; 20.71 ; 55.55
2276.0 ; 389.0 ; 6811.507 ; 6.09 ; 65.52
1051.0 ; 159.0 ; 1966.3613 ; 25.17 ; 59.88
2723.0 ; 509.0 ; 3350.7695 ; 7.47 ; 50.49
570.0 ; 24.0 ; 745.1914 ; 66.63 ; 54.41
613.0 ; 91.0 ; 1071.0742 ; 48.87 ; 58.37
2133.0 ; 20.0 ; 1224.541 ; 42.32 ; 57.93
47.0 ; 8.0 ; 18.423828 ; 94.13 ; 60.81
1309.0 ; 121.0 ; 1342.998 ; 27.49 ; 48.35
977.0 ; 31.0 ; 626.49023 ; 54.20 ; 57.87
34.0 ; 3.0 ; 416.91992 ; 93.39 ; 70.76
1054.0 ; 106.0 ; 2354.4102 ; 29.75 ; 62.77
1032.0 ; 10.0 ; 557.6543 ; 56.92 ; 59.03
1571.0 ; 105.0 ; 1762.8564 ; 25.43 ; 50.64
960.0 ; 155.0 ; 7948.177 ; 21.73 ; 71.24
1231.0 ; 142.0 ; 1142.2266 ; 27.03 ; 48.28
2085.0 ; 432.0 ; 5273.1826 ; 7.30 ; 63.03
729.0 ; 122.0 ; 1570.7783 ; 37.94 ; 61.79
2603.0 ; 154.0 ; 2121.3096 ; 14.56 ; 53.02
1155.0 ; 31.0 ; 1846.4473 ; 45.27 ; 58.91
4736.0 ; 277.0 ; 7152.9893 ; 5.36 ; 56.69
929.0 ; 71.0 ; 6881.133 ; 34.80 ; 69.80
126.0 ; 30.0 ; 623.57715 ; 83.44 ; 68.13
1046.0 ; 243.0 ; 391.39355 ; 29.38 ; 58.73
2494.0 ; 495.0 ; 76985.13 ; 4.63 ; 72.13
867.0 ; 66.0 ; 301.85156 ; 50.47 ; 64.25
1102.0 ; 302.0 ; 1666.2803 ; 21.19 ; 54.43
1010.0 ; 59.0 ; 749.3633 ; 46.61 ; 54.67
2083.0 ; 43.0 ; 1746.3701 ; 35.86 ; 53.23
891.0 ; 152.0 ; 660.9199 ; 35.02 ; 51.89
36.0 ; 3.0 ; 205.5752 ; 94.34 ; 70.49
205.0 ; 19.0 ; 1305.7871 ; 79.27 ; 71.07
2662.0 ; 65.0 ; 3326.7207 ; 25.47 ; 53.75
1435.0 ; 243.0 ; 3774.6826 ; 13.19 ; 63.82
1423.0 ; 391.0 ; 3423.7979 ; 12.83 ; 61.80
2169.0 ; 104.0 ; 2889.6465 ; 19.61 ; 55.53
379.0 ; 4.0 ; 9990.509 ; 66.35 ; 71.80
25.0 ; 2.0 ; 94.90234 ; 95.63 ; 67.92
2882.0 ; 211.0 ; 6350.96 ; 7.07 ; 62.39
859.0 ; 174.0 ; 1246.9805 ; 31.20 ; 54.54
1008.0 ; 39.0 ; 1675.2979 ; 46.87 ; 59.60
610.0 ; 20.0 ; 892.51855 ; 65.00 ; 57.91
883.0 ; 268.0 ; 3567.5957 ; 21.66 ; 66.25
995.0 ; 341.0 ; 654.20605 ; 28.11 ; 49.92
4592.0 ; 138.0 ; 2446.995 ; 15.09 ; 61.10
730.0 ; 67.0 ; 952.52344 ; 50.54 ; 53.53
1037.0 ; 204.0 ; 800.80664 ; 28.23 ; 50.29
372.0 ; 155.0 ; 946.2578 ; 51.29 ; 61.28
920.0 ; 50.0 ; 2707.9072 ; 43.28 ; 66.13
1418.0 ; 226.0 ; 2127.124 ; 16.72 ; 56.84
1362.0 ; 184.0 ; 4236.496 ; 15.37 ; 65.65
463.0 ; 125.0 ; 2770.914 ; 43.89 ; 69.37
4336.0 ; 398.0 ; 4425.1797 ; 6.42 ; 47.65
668.0 ; 184.0 ; 1222.5723 ; 36.43 ; 57.10
920.0 ; 77.0 ; 4726.919 ; 34.68 ; 69.87
1163.0 ; 214.0 ; 11833.025 ; 15.10 ; 72.01
156.0 ; 14.0 ; 632.7119 ; 85.22 ; 68.60
172.0 ; 10.0 ; 272.61133 ; 87.10 ; 58.18
1749.0 ; 284.0 ; 3965.1855 ; 9.76 ; 61.82
3708.0 ; 259.0 ; 2230.831 ; 10.25 ; 58.15
1083.0 ; 172.0 ; 2345.6475 ; 22.61 ; 61.46
5493.0 ; 554.0 ; 41820.414 ; 4.73 ; 70.66
7347.0 ; 394.0 ; 18303.146 ; 4.89 ; 64.97
3210.0 ; 393.0 ; 4202.284 ; 6.58 ; 53.17
609.0 ; 53.0 ; 161.21094 ; 62.09 ; 65.91
1918.0 ; 60.0 ; 4701.8 ; 27.42 ; 63.80
3421.0 ; 621.0 ; 1820.7305 ; 10.88 ; 57.93
252.0 ; 27.0 ; 1450.6494 ; 75.56 ; 69.61
277.0 ; 31.0 ; 782.126 ; 77.20 ; 64.46
1003.0 ; 58.0 ; 3511.454 ; 38.34 ; 67.41
785.0 ; 97.0 ; 19302.402 ; 32.90 ; 72.28
1213.0 ; 335.0 ; 2650.961 ; 16.63 ; 60.59
258.0 ; 14.0 ; 461.74805 ; 82.60 ; 59.42
8446.0 ; 1697.0 ; 6099.3477 ; 4.94 ; 51.54
2138.0 ; 381.0 ; 887.9531 ; 16.49 ; 60.60
3824.0 ; 24.0 ; 1399.7607 ; 39.55 ; 63.04
1403.0 ; 502.0 ; 3034.4297 ; 13.60 ; 58.83
346.0 ; 8.0 ; 221.18555 ; 81.03 ; 58.84
2182.0 ; 376.0 ; 3569.5068 ; 8.37 ; 57.73
867.0 ; 76.0 ; 985.0244 ; 44.61 ; 50.97
1897.0 ; 558.0 ; 636.1592 ; 18.66 ; 58.99
488.0 ; 53.0 ; 139.62793 ; 66.92 ; 65.04
2742.0 ; 47.0 ; 467.12598 ; 39.71 ; 70.14
665.0 ; 5.0 ; 62.68457 ; 69.58 ; 70.46
848.0 ; 77.0 ; 1400.2109 ; 42.81 ; 58.36
1541.0 ; 74.0 ; 10769.245 ; 25.22 ; 69.10
992.0 ; 243.0 ; 2237.4355 ; 22.24 ; 61.30
1497.0 ; 133.0 ; 1511.3184 ; 23.33 ; 45.31
962.0 ; 248.0 ; 5866.9316 ; 18.65 ; 70.10
315.0 ; 67.0 ; 1318.8789 ; 64.77 ; 67.80
424.0 ; 13.0 ; 50.748047 ; 78.01 ; 71.49
3346.0 ; 45.0 ; 2252.539 ; 32.33 ; 58.05
240.0 ; 1.0 ; 101.07031 ; 87.48 ; 61.80
1027.0 ; 357.0 ; 4721.51 ; 17.22 ; 67.80
679.0 ; 6.0 ; 81.325195 ; 68.87 ; 69.90
2207.0 ; 23.0 ; 164.18945 ; 47.08 ; 71.21
1257.0 ; 284.0 ; 4413.4883 ; 13.77 ; 65.99
1825.0 ; 102.0 ; 10480.635 ; 17.90 ; 68.69
1212.0 ; 393.0 ; 5386.3457 ; 13.68 ; 67.45
1939.0 ; 429.0 ; 6177.2295 ; 7.51 ; 64.99
445.0 ; 4.0 ; 70.06445 ; 78.16 ; 68.94
301.0 ; 14.0 ; 650.5342 ; 79.90 ; 63.50
327.0 ; 91.0 ; 1126.2109 ; 60.23 ; 65.24
2487.0 ; 122.0 ; 8933.553 ; 12.69 ; 68.14
8210.0 ; 1266.0 ; 2366.041 ; 8.95 ; 63.55
1078.0 ; 198.0 ; 1262.2168 ; 25.32 ; 47.57
1270.0 ; 242.0 ; 1069.9756 ; 22.30 ; 48.90
1080.0 ; 283.0 ; 2035.0312 ; 20.27 ; 57.56
531.0 ; 11.0 ; 112.237305 ; 73.45 ; 69.10
578.0 ; 96.0 ; 1090.2656 ; 49.16 ; 58.97
36.0 ; 3.0 ; 205.5752 ; 94.34 ; 70.49
587.0 ; 146.0 ; 6711.8945 ; 33.62 ; 72.16
157.0 ; 52.0 ; 1291.8906 ; 74.23 ; 70.95
922.0 ; 263.0 ; 360.18848 ; 31.65 ; 57.71
874.0 ; 100.0 ; 862.5625 ; 40.51 ; 45.73
445.0 ; 30.0 ; 2147.4648 ; 64.54 ; 69.70
565.0 ; 172.0 ; 8089.633 ; 32.18 ; 72.81
310.0 ; 25.0 ; 635.86914 ; 77.82 ; 61.80
36.0 ; 3.0 ; 205.5752 ; 94.34 ; 70.49
2115.0 ; 77.0 ; 3687.8066 ; 23.74 ; 60.09
1749.0 ; 24.0 ; 1497.7285 ; 42.01 ; 54.02
2661.0 ; 68.0 ; 1380.9404 ; 29.95 ; 61.39
646.0 ; 116.0 ; 1898.79 ; 40.22 ; 64.56
1478.0 ; 51.0 ; 2502.1885 ; 35.14 ; 59.77
2708.0 ; 191.0 ; 1315.8896 ; 15.44 ; 61.19
1676.0 ; 564.0 ; 4501.9473 ; 9.72 ; 62.97
1792.0 ; 103.0 ; 1799.4795 ; 24.01 ; 48.56
1568.0 ; 157.0 ; 7225.202 ; 13.74 ; 69.13
1313.0 ; 327.0 ; 1993.9248 ; 17.09 ; 53.65
827.0 ; 68.0 ; 4703.167 ; 38.89 ; 70.21
672.0 ; 51.0 ; 1105.6299 ; 55.40 ; 57.86
282.0 ; 12.0 ; 633.1582 ; 80.99 ; 62.96
1617.0 ; 226.0 ; 5739.5215 ; 10.78 ; 66.60
3594.0 ; 53.0 ; 1413.3516 ; 33.37 ; 65.08
2362.0 ; 810.0 ; 8559.456 ; 5.19 ; 65.81
1164.0 ; 196.0 ; 8026.167 ; 15.73 ; 70.69
3100.0 ; 263.0 ; 6051.755 ; 6.02 ; 60.50
496.0 ; 67.0 ; 67793.836 ; 48.83 ; 72.15
3178.0 ; 234.0 ; 29651.645 ; 5.94 ; 70.23
36.0 ; 3.0 ; 205.5752 ; 94.34 ; 70.49
361.0 ; 51.0 ; 701.96875 ; 69.85 ; 60.24
322.0 ; 39.0 ; 1499.9404 ; 70.25 ; 68.52
418.0 ; 25.0 ; 461.86035 ; 74.22 ; 50.30
1548.0 ; 74.0 ; 10779.939 ; 25.17 ; 69.18
465.0 ; 76.0 ; 5039.468 ; 49.46 ; 72.58
712.0 ; 67.0 ; 1839.5156 ; 47.15 ; 64.52
604.0 ; 111.0 ; 567.63184 ; 48.65 ; 46.90
829.0 ; 45.0 ; 760.376 ; 53.97 ; 50.48
814.0 ; 10.0 ; 999.4551 ; 59.46 ; 51.93
2543.0 ; 402.0 ; 2100.8877 ; 10.08 ; 49.43
943.0 ; 104.0 ; 9532.916 ; 27.80 ; 70.86
1004.0 ; 154.0 ; 4936.255 ; 22.05 ; 69.05
1324.0 ; 244.0 ; 10204.57 ; 12.32 ; 71.07
1548.0 ; 74.0 ; 10779.939 ; 25.17 ; 69.18
3320.0 ; 783.0 ; 1847.4883 ; 10.71 ; 55.18
460.0 ; 69.0 ; 67806.58 ; 49.85 ; 72.15
564.0 ; 59.0 ; 1562.6328 ; 55.29 ; 64.72
112.0 ; 34.0 ; 245.3125 ; 85.09 ; 59.69
934.0 ; 195.0 ; 2274.8037 ; 24.66 ; 63.10
336.0 ; 51.0 ; 728.9082 ; 70.75 ; 62.41
1874.0 ; 88.0 ; 1383.3887 ; 27.99 ; 54.75
704.0 ; 90.0 ; 3559.958 ; 38.97 ; 68.95
681.0 ; 60.0 ; 555.3379 ; 55.91 ; 52.61
1325.0 ; 40.0 ; 506.4502 ; 47.61 ; 64.87
1159.0 ; 119.0 ; 3222.7324 ; 24.57 ; 64.56
311.0 ; 16.0 ; 71.79883 ; 82.22 ; 67.87
394.0 ; 69.0 ; 1614.624 ; 59.69 ; 68.14
1318.0 ; 346.0 ; 4998.6133 ; 12.66 ; 66.95
700.0 ; 137.0 ; 4562.4854 ; 31.55 ; 70.49
958.0 ; 43.0 ; 373.58594 ; 53.47 ; 64.10
420.0 ; 85.0 ; 1446.1865 ; 55.93 ; 66.41
1294.0 ; 266.0 ; 3059.1377 ; 15.22 ; 61.75
7874.0 ; 353.0 ; 28413.652 ; 4.87 ; 66.31
1243.0 ; 61.0 ; 1946.4414 ; 36.86 ; 58.03
1990.0 ; 49.0 ; 1077.0029 ; 37.75 ; 60.45
1523.0 ; 324.0 ; 4440.176 ; 10.99 ; 64.84
670.0 ; 208.0 ; 4337.62 ; 28.29 ; 70.13
29.0 ; 2.0 ; 177.4834 ; 94.97 ; 69.12
751.0 ; 147.0 ; 1685.331 ; 34.10 ; 61.40
541.0 ; 9.0 ; 93.12109 ; 73.42 ; 70.39
8087.0 ; 200.0 ; 1076.5078 ; 16.17 ; 71.01
824.0 ; 68.0 ; 669.4385 ; 49.13 ; 52.16
380.0 ; 70.0 ; 588.83887 ; 65.14 ; 55.86
561.0 ; 75.0 ; 1389.9023 ; 52.49 ; 63.08
27.0 ; 3.0 ; 203.47461 ; 94.82 ; 71.71
619.0 ; 139.0 ; 1655.458 ; 39.36 ; 63.55
3537.0 ; 221.0 ; 22549.527 ; 6.26 ; 69.00
585.0 ; 48.0 ; 2023.0117 ; 55.46 ; 66.92
665.0 ; 5.0 ; 62.76465 ; 69.58 ; 70.41
3188.0 ; 1466.0 ; 1275.6963 ; 12.74 ; 53.62
181.0 ; 6.0 ; 238.12207 ; 87.47 ; 54.60
606.0 ; 109.0 ; 1605.9268 ; 43.69 ; 64.04
915.0 ; 23.0 ; 1499.7803 ; 52.59 ; 59.88
53.0 ; 15.0 ; 263.3545 ; 91.40 ; 68.76
303.0 ; 64.0 ; 8968.038 ; 57.88 ; 71.73
2047.0 ; 86.0 ; 838.4219 ; 30.47 ; 64.12
1796.0 ; 290.0 ; 21024.281 ; 7.48 ; 72.70
1480.0 ; 191.0 ; 21041.2 ; 12.13 ; 71.15
1261.0 ; 97.0 ; 2148.085 ; 28.55 ; 58.80
989.0 ; 113.0 ; 590.3262 ; 37.50 ; 57.11
32.0 ; 5.0 ; 226.2998 ; 94.19 ; 70.96
498.0 ; 16.0 ; 262.18164 ; 73.37 ; 60.66
546.0 ; 120.0 ; 714.6836 ; 48.82 ; 51.60
146.0 ; 10.0 ; 629.6367 ; 86.04 ; 69.04
1400.0 ; 125.0 ; 2066.5186 ; 23.21 ; 56.18
1756.0 ; 102.0 ; 4234.408 ; 19.94 ; 63.74
1236.0 ; 142.0 ; 3699.4785 ; 20.18 ; 65.83
2473.0 ; 304.0 ; 5944.042 ; 5.67 ; 63.46
756.0 ; 126.0 ; 1547.3857 ; 36.68 ; 60.53
645.0 ; 199.0 ; 1003.33594 ; 37.64 ; 53.89
1550.0 ; 223.0 ; 1962.2891 ; 16.17 ; 51.48
1800.0 ; 214.0 ; 13384.439 ; 8.96 ; 71.61
1085.0 ; 143.0 ; 666.9912 ; 31.73 ; 56.30
129.0 ; 18.0 ; 1486.1221 ; 81.07 ; 71.54
465.0 ; 32.0 ; 3222.2588 ; 61.12 ; 69.37
1658.0 ; 223.0 ; 1310.0771 ; 17.95 ; 51.90
782.0 ; 133.0 ; 2402.9912 ; 32.40 ; 64.94
92.0 ; 15.0 ; 321.54785 ; 88.65 ; 66.42
3390.0 ; 307.0 ; 2586.1729 ; 8.90 ; 53.57
1007.0 ; 75.0 ; 741.58203 ; 43.05 ; 54.26
5439.0 ; 542.0 ; 2763.9727 ; 8.42 ; 58.73
484.0 ; 68.0 ; 67838.305 ; 49.08 ; 72.15
1461.0 ; 104.0 ; 4501.4746 ; 21.59 ; 66.19
1003.0 ; 38.0 ; 14629.431 ; 40.58 ; 71.22
1261.0 ; 203.0 ; 3351.9004 ; 16.57 ; 63.84
570.0 ; 42.0 ; 1795.9541 ; 58.21 ; 66.21
1836.0 ; 316.0 ; 3320.0762 ; 9.98 ; 58.98
1278.0 ; 185.0 ; 2163.9111 ; 19.60 ; 57.87
4264.0 ; 72.0 ; 3596.5 ; 23.53 ; 53.35
1414.0 ; 1.0 ; 111.84961 ; 55.70 ; 70.89
723.0 ; 167.0 ; 3628.4512 ; 29.25 ; 68.57
63.0 ; 14.0 ; 6058.4346 ; 77.66 ; 72.15
1242.0 ; 139.0 ; 1984.9541 ; 23.72 ; 57.63
12284.0 ; 2275.0 ; 15212.024 ; 4.02 ; 50.66
63.0 ; 14.0 ; 5616.3164 ; 77.80 ; 72.85
1924.0 ; 291.0 ; 2690.9277 ; 10.74 ; 54.08
636.0 ; 228.0 ; 436.13477 ; 40.23 ; 48.65
1631.0 ; 314.0 ; 2296.1875 ; 13.33 ; 52.74
492.0 ; 152.0 ; 3780.0938 ; 38.56 ; 70.20
274.0 ; 17.0 ; 683.0371 ; 80.31 ; 63.98
2204.0 ; 281.0 ; 6922.5293 ; 6.37 ; 66.05
1528.0 ; 324.0 ; 4412.841 ; 10.97 ; 64.55
134.0 ; 34.0 ; 1829.6484 ; 76.75 ; 72.31
281.0 ; 40.0 ; 228.58105 ; 78.17 ; 50.24
378.0 ; 102.0 ; 2383.7188 ; 51.53 ; 70.39
983.0 ; 78.0 ; 322.09863 ; 45.15 ; 64.49
1263.0 ; 25.0 ; 7412.3525 ; 39.07 ; 68.48
828.0 ; 62.0 ; 4620.5713 ; 40.34 ; 69.44
1012.0 ; 40.0 ; 3583.4482 ; 42.31 ; 65.98
1016.0 ; 65.0 ; 9167.56 ; 34.03 ; 69.98
599.0 ; 118.0 ; 89.509766 ; 50.35 ; 66.35
166.0 ; 29.0 ; 306.67383 ; 84.09 ; 59.15
747.0 ; 159.0 ; 1063.3066 ; 36.17 ; 53.80
198.0 ; 25.0 ; 135.28809 ; 84.57 ; 54.72
1810.0 ; 82.0 ; 1129.3555 ; 30.65 ; 58.10
15.0 ; 3.0 ; 613.7461 ; 93.34 ; 72.20
2082.0 ; 115.0 ; 1764.7754 ; 21.32 ; 52.78
3941.0 ; 785.0 ; 5760.4404 ; 5.48 ; 54.18
176.0 ; 51.0 ; 255.65625 ; 79.26 ; 52.02
28.0 ; 3.0 ; 15.339844 ; 95.80 ; 58.70
631.0 ; 30.0 ; 627.8174 ; 63.95 ; 48.80
1321.0 ; 205.0 ; 3067.1758 ; 16.24 ; 62.48
75.0 ; 5.0 ; 66.82422 ; 91.74 ; 50.82
325.0 ; 80.0 ; 204.29883 ; 67.34 ; 53.59
711.0 ; 74.0 ; 1405.3047 ; 47.36 ; 60.91
117.0 ; 2.0 ; 22.201172 ; 91.13 ; 69.49
650.0 ; 111.0 ; 1567.6797 ; 42.02 ; 62.80
3372.0 ; 98.0 ; 1445.5352 ; 23.68 ; 63.71
2634.0 ; 507.0 ; 8920.866 ; 4.89 ; 65.90
483.0 ; 67.0 ; 67720.2 ; 49.36 ; 72.15
1140.0 ; 17.0 ; 128.71289 ; 56.27 ; 72.22
301.0 ; 14.0 ; 694.55176 ; 79.66 ; 63.34
397.0 ; 97.0 ; 1675.1953 ; 53.75 ; 67.90
3358.0 ; 59.0 ; 572.4951 ; 36.28 ; 69.83
1453.0 ; 474.0 ; 8689.731 ; 9.98 ; 69.45
417.0 ; 73.0 ; 701.2207 ; 62.33 ; 57.50
672.0 ; 59.0 ; 2658.9346 ; 48.12 ; 68.05
119.0 ; 21.0 ; 50.838867 ; 88.24 ; 59.89
2298.0 ; 559.0 ; 4287.3604 ; 7.12 ; 58.13
508.0 ; 36.0 ; 525.167 ; 68.02 ; 49.19
351.0 ; 17.0 ; 288.8369 ; 79.28 ; 53.33
931.0 ; 137.0 ; 11902.538 ; 23.89 ; 71.52
1062.0 ; 236.0 ; 1788.5918 ; 22.42 ; 57.09
1206.0 ; 93.0 ; 877.7129 ; 35.35 ; 54.62
2420.0 ; 811.0 ; 676.5127 ; 16.40 ; 59.69
346.0 ; 16.0 ; 628.80566 ; 77.86 ; 59.86
669.0 ; 24.0 ; 350.08105 ; 65.18 ; 61.33
582.0 ; 15.0 ; 708.2041 ; 67.88 ; 54.10
837.0 ; 32.0 ; 531.48047 ; 57.76 ; 58.05
2722.0 ; 621.0 ; 9217.606 ; 4.84 ; 65.57
4182.0 ; 1299.0 ; 760.3877 ; 15.49 ; 62.95
411.0 ; 62.0 ; 1614.4961 ; 60.64 ; 67.99
2999.0 ; 835.0 ; 2588.9902 ; 8.66 ; 46.66
4539.0 ; 255.0 ; 4313.5186 ; 7.12 ; 50.52
2026.0 ; 166.0 ; 6264.875 ; 10.85 ; 65.39
1431.0 ; 133.0 ; 2255.3252 ; 21.40 ; 57.53
197.0 ; 44.0 ; 1284.3164 ; 74.82 ; 70.15
867.0 ; 146.0 ; 1353.5205 ; 32.47 ; 55.55
608.0 ; 111.0 ; 600.7207 ; 48.33 ; 43.82
1278.0 ; 143.0 ; 521.99023 ; 29.70 ; 61.42
36.0 ; 3.0 ; 205.5752 ; 94.34 ; 70.49
165.0 ; 16.0 ; 65.02832 ; 87.59 ; 62.71
1079.0 ; 59.0 ; 3334.3066 ; 36.84 ; 65.87
119.0 ; 18.0 ; 273.09473 ; 87.58 ; 62.34
1630.0 ; 95.0 ; 3116.001 ; 23.36 ; 60.71
286.0 ; 19.0 ; 327.0 ; 81.42 ; 52.92
2671.0 ; 613.0 ; 5886.203 ; 5.53 ; 61.45
1238.0 ; 67.0 ; 296.67188 ; 43.32 ; 67.60
900.0 ; 134.0 ; 11962.749 ; 24.91 ; 71.27
202.0 ; 29.0 ; 125.28125 ; 83.75 ; 55.29
3277.0 ; 371.0 ; 5919.035 ; 5.62 ; 59.43
554.0 ; 16.0 ; 744.82715 ; 68.57 ; 56.25
485.0 ; 54.0 ; 3209.791 ; 55.41 ; 70.72
2050.0 ; 465.0 ; 1902.4893 ; 12.25 ; 46.56
897.0 ; 32.0 ; 1262.6074 ; 52.45 ; 55.96
1417.0 ; 144.0 ; 3374.4766 ; 18.31 ; 63.72
518.0 ; 188.0 ; 4240.073 ; 34.87 ; 70.78
2413.0 ; 47.0 ; 353.4961 ; 40.55 ; 70.34
438.0 ; 16.0 ; 264.5752 ; 75.87 ; 59.42
1723.0 ; 25.0 ; 4050.746 ; 36.52 ; 61.82
2121.0 ; 474.0 ; 3618.5059 ; 8.49 ; 56.63
2153.0 ; 52.0 ; 3830.4854 ; 29.18 ; 60.30
2187.0 ; 11.0 ; 462.2334 ; 47.51 ; 67.49
144.0 ; 31.0 ; 352.5078 ; 84.17 ; 62.21
1098.0 ; 247.0 ; 6449.34 ; 15.91 ; 69.73
963.0 ; 275.0 ; 10547.704 ; 17.35 ; 71.86
1772.0 ; 31.0 ; 112.97363 ; 47.62 ; 72.76
411.0 ; 27.0 ; 1488.1553 ; 68.89 ; 67.36
617.0 ; 80.0 ; 2208.7227 ; 46.42 ; 67.44
566.0 ; 164.0 ; 3314.5283 ; 35.31 ; 68.87
1232.0 ; 370.0 ; 781.29004 ; 23.38 ; 51.80
2089.0 ; 324.0 ; 15133.373 ; 6.39 ; 71.34
1769.0 ; 55.0 ; 1501.4365 ; 35.25 ; 52.81
415.0 ; 11.0 ; 329.80664 ; 77.21 ; 53.72
1479.0 ; 154.0 ; 2315.9033 ; 18.90 ; 57.10
144.0 ; 31.0 ; 99.99512 ; 85.43 ; 52.02
521.0 ; 127.0 ; 533.8877 ; 49.91 ; 44.71
926.0 ; 136.0 ; 11967.995 ; 24.11 ; 71.50
230.0 ; 48.0 ; 2479.6768 ; 68.64 ; 71.96
1187.0 ; 118.0 ; 709.41113 ; 32.72 ; 57.50
913.0 ; 124.0 ; 3146.038 ; 28.68 ; 66.46
894.0 ; 220.0 ; 640.4336 ; 31.76 ; 50.36
815.0 ; 81.0 ; 379.83008 ; 48.18 ; 61.10
273.0 ; 10.0 ; 55.25879 ; 84.62 ; 69.35
722.0 ; 203.0 ; 1804.2139 ; 31.34 ; 61.46
178.0 ; 12.0 ; 194.13574 ; 87.01 ; 50.31
362.0 ; 45.0 ; 1739.4443 ; 66.28 ; 68.61
63.0 ; 14.0 ; 5641.8047 ; 77.79 ; 72.85
252.0 ; 33.0 ; 2016.582 ; 72.35 ; 71.44
113.0 ; 16.0 ; 905.24023 ; 84.71 ; 71.16
97.0 ; 5.0 ; 4160.5625 ; 78.12 ; 71.65
1499.0 ; 139.0 ; 1929.9629 ; 21.16 ; 53.49
527.0 ; 29.0 ; 1094.2734 ; 65.53 ; 62.24
1143.0 ; 260.0 ; 994.13086 ; 24.13 ; 47.87
1489.0 ; 93.0 ; 4660.9805 ; 23.15 ; 66.08
1478.0 ; 42.0 ; 9637.975 ; 33.19 ; 68.95
1623.0 ; 415.0 ; 11246.617 ; 8.73 ; 70.62
537.0 ; 46.0 ; 423.87207 ; 65.18 ; 53.04
1602.0 ; 273.0 ; 1808.6797 ; 15.21 ; 48.97
900.0 ; 138.0 ; 11971.188 ; 24.52 ; 71.27
571.0 ; 186.0 ; 6145.798 ; 31.88 ; 71.77
660.0 ; 103.0 ; 3149.8604 ; 38.72 ; 69.08
89.0 ; 2.0 ; 220.56836 ; 90.89 ; 62.49
290.0 ; 86.0 ; 145.22461 ; 67.81 ; 55.63
909.0 ; 145.0 ; 5214.41 ; 24.60 ; 69.68
166.0 ; 15.0 ; 417.04395 ; 85.92 ; 64.14
760.0 ; 54.0 ; 702.23145 ; 54.06 ; 50.75
113.0 ; 43.0 ; 1053.0557 ; 78.87 ; 71.30
1137.0 ; 77.0 ; 6354.5244 ; 29.79 ; 68.95
1164.0 ; 10.0 ; 624.2461 ; 54.32 ; 58.83
95.0 ; 9.0 ; 458.31934 ; 88.62 ; 68.77
2328.0 ; 155.0 ; 12854.276 ; 9.96 ; 69.09
1044.0 ; 115.0 ; 7547.413 ; 24.40 ; 71.39
937.0 ; 197.0 ; 746.76953 ; 30.87 ; 50.04
1267.0 ; 24.0 ; 771.5664 ; 49.90 ; 58.61
2080.0 ; 448.0 ; 3774.9385 ; 8.48 ; 57.47
720.0 ; 211.0 ; 2062.6982 ; 30.33 ; 63.40
1026.0 ; 2.0 ; 423.98242 ; 58.78 ; 61.83
682.0 ; 63.0 ; 561.4834 ; 55.13 ; 53.08
23.0 ; 1.0 ; 1.7802734 ; 97.33 ; 72.19
149.0 ; 8.0 ; 100.13574 ; 88.95 ; 56.71
